index,theta,A,B,C,X,Y,Id,Iq
556,6.23,1.00,4.00,-3.00,0.41,4.95,0.13,4.96
557,0.46,-1.00,4.00,-2.00,-1.63,4.24,0.42,4.53
558,1.02,-3.00,5.00,0.00,-4.49,3.54,0.69,5.67
559,1.53,-3.00,3.00,2.00,-4.49,0.71,0.51,4.52
560,2.04,-3.00,1.00,4.00,-4.49,-2.12,0.15,4.96
561,2.55,-2.00,-1.00,5.00,-3.27,-4.24,0.33,5.34
562,3.09,0.00,-3.00,5.00,-0.82,-5.66,0.50,5.69
563,3.57,2.00,-4.00,3.00,2.04,-4.95,0.21,5.35
564,4.09,4.00,-4.00,1.00,4.49,-3.54,0.27,5.71
565,4.66,5.00,-2.00,-1.00,5.31,-0.71,0.41,5.34
566,5.16,5.00,0.00,-3.00,5.31,2.12,0.39,5.70
567,5.68,3.00,2.00,-4.00,3.27,4.24,0.26,5.35
568,6.20,1.00,4.00,-4.00,0.82,5.66,0.33,5.71
569,0.44,-1.00,5.00,-2.00,-2.04,4.95,0.27,5.35
570,0.95,-3.00,4.00,0.00,-4.08,2.83,-0.07,4.97
571,1.47,-4.00,3.00,2.00,-5.31,0.71,0.18,5.35
572,2.03,-4.00,1.00,4.00,-5.31,-2.12,0.46,5.70
573,2.55,-1.00,-1.00,4.00,-2.04,-3.54,-0.29,4.07
574,3.07,0.00,-3.00,4.00,-0.41,-4.95,0.07,4.97
575,3.61,2.00,-3.00,3.00,1.63,-4.24,0.45,4.52
576,4.15,4.00,-3.00,1.00,4.08,-2.83,0.24,4.96
577,4.68,4.00,-2.00,0.00,4.08,-1.41,1.26,4.13
578,5.20,4.00,0.00,-2.00,4.08,1.41,0.65,4.27
579,5.77,3.00,2.00,-3.00,2.86,3.54,0.77,4.48
580,0.02,0.00,3.00,-3.00,0.00,4.24,0.10,4.24
581,0.55,-1.00,4.00,-1.00,-2.04,3.54,0.12,4.08
582,1.08,-2.00,4.00,0.00,-3.27,2.83,0.96,4.21
583,1.63,-3.00,2.00,2.00,-4.08,0.00,0.23,4.08
584,2.15,-3.00,0.00,3.00,-3.67,-2.12,0.25,4.23
585,2.69,-1.00,-1.00,4.00,-2.04,-3.54,0.28,4.07
586,3.25,0.00,-2.00,4.00,-0.82,-4.24,1.28,4.13
587,3.77,2.00,-3.00,2.00,2.04,-3.54,0.42,4.06
588,4.31,4.00,-3.00,0.00,4.49,-2.12,0.21,4.96
589,4.82,4.00,-1.00,-1.00,4.08,0.00,0.45,4.06
590,5.38,4.00,0.00,-3.00,4.49,2.12,1.09,4.84
591,5.88,2.00,2.00,-3.00,2.04,3.54,0.48,4.05
592,0.13,0.00,4.00,-3.00,-0.41,4.95,0.23,4.96
593,0.68,-2.00,5.00,-1.00,-3.27,4.24,0.13,5.35
594,1.18,-3.00,4.00,0.00,-4.08,2.83,1.08,4.85
595,1.68,-4.00,2.00,3.00,-5.31,-0.71,-0.12,5.35
596,2.20,-3.00,0.00,4.00,-4.08,-2.83,0.13,4.96
597,2.72,-1.00,-2.00,5.00,-2.04,-4.95,-0.14,5.35
598,3.22,0.00,-3.00,5.00,-0.82,-5.66,1.26,5.57
599,3.71,3.00,-4.00,3.00,2.86,-4.95,0.27,5.71
600,4.26,5.00,-4.00,0.00,5.71,-2.83,0.04,6.38
601,4.76,5.00,-1.00,-2.00,5.31,0.71,-0.45,5.33
602,5.25,5.00,0.00,-3.00,5.31,2.12,0.91,5.64
603,5.76,3.00,3.00,-4.00,2.86,4.95,0.01,5.72
604,6.26,0.00,5.00,-4.00,-0.41,6.36,-0.56,6.35
605,0.46,-2.00,6.00,-2.00,-3.27,5.66,-0.41,6.52
606,0.97,-3.00,5.00,0.00,-4.49,3.54,0.38,5.70
607,1.52,-4.00,3.00,2.00,-5.31,0.71,0.45,5.33
608,1.98,-4.00,1.00,4.00,-5.31,-2.12,0.18,5.71
609,2.50,-2.00,-1.00,5.00,-3.27,-4.24,0.10,5.35
610,3.01,0.00,-3.00,5.00,-0.82,-5.66,0.08,5.71
611,3.50,2.00,-4.00,3.00,2.04,-4.95,-0.16,5.35
612,4.03,4.00,-4.00,1.00,4.49,-3.54,-0.08,5.71
613,4.55,5.00,-2.00,-1.00,5.31,-0.71,-0.18,5.35
614,5.10,5.00,0.00,-3.00,5.31,2.12,0.04,5.71
615,5.62,3.00,2.00,-3.00,2.86,3.54,0.08,4.55
616,6.13,1.00,4.00,-3.00,0.41,4.95,-0.35,4.95
617,0.39,-1.00,5.00,-2.00,-2.04,4.95,-0.02,5.35
618,0.93,-3.00,5.00,0.00,-4.49,3.54,0.13,5.71
619,1.47,-3.00,3.00,1.00,-4.08,1.41,0.98,4.21
620,1.98,-3.00,1.00,4.00,-4.49,-2.12,-0.18,4.96
621,2.55,-2.00,0.00,4.00,-3.27,-2.83,1.14,4.17
622,3.08,0.00,-2.00,4.00,-0.82,-4.24,0.55,4.28
623,3.61,2.00,-3.00,3.00,1.63,-4.24,0.48,4.52
624,4.16,4.00,-3.00,1.00,4.08,-2.83,0.27,4.96
625,4.71,4.00,-1.00,0.00,3.67,-0.71,0.68,3.68
626,5.23,4.00,0.00,-1.00,3.67,0.71,1.20,3.55
627,5.76,2.00,2.00,-3.00,2.04,3.54,0.01,4.08
628,0.05,1.00,4.00,-3.00,0.41,4.95,0.65,4.92
629,0.56,-1.00,4.00,-1.00,-2.04,3.54,0.17,4.08
630,1.10,-2.00,4.00,0.00,-3.27,2.83,1.03,4.20
631,1.62,-3.00,2.00,2.00,-4.08,0.00,0.20,4.08
632,2.15,-3.00,1.00,4.00,-4.49,-2.12,0.67,4.92
633,2.65,-1.00,-1.00,4.00,-2.04,-3.54,0.13,4.08
634,3.18,0.00,-3.00,4.00,-0.41,-4.95,0.62,4.93
635,3.71,2.00,-3.00,3.00,1.63,-4.24,0.92,4.45
636,4.22,4.00,-3.00,1.00,4.08,-2.83,0.57,4.93
637,4.72,5.00,-2.00,-1.00,5.31,-0.71,0.77,5.30
638,5.25,5.00,0.00,-3.00,5.31,2.12,0.87,5.65
639,5.74,3.00,2.00,-4.00,3.27,4.24,0.59,5.32
640,6.23,1.00,4.00,-4.00,0.82,5.66,0.50,5.69
641,0.44,-1.00,6.00,-2.00,-2.45,5.66,0.20,6.16
642,0.97,-3.00,5.00,0.00,-4.49,3.54,0.38,5.70
643,1.45,-4.00,3.00,2.00,-5.31,0.71,0.05,5.35
644,1.94,-4.00,1.00,5.00,-5.71,-2.83,-0.58,6.35
645,2.42,-2.00,-1.00,6.00,-3.67,-4.95,-0.49,6.14
646,2.90,0.00,-4.00,6.00,-0.82,-7.07,-0.88,7.06
647,3.41,2.00,-5.00,4.00,2.04,-6.36,-0.27,6.68
648,3.90,5.00,-5.00,1.00,5.71,-4.24,-1.26,7.01
649,4.42,6.00,-3.00,-1.00,6.53,-1.41,-0.50,6.66
650,4.91,6.00,0.00,-3.00,6.12,2.12,-0.89,6.42
651,5.41,4.00,1.00,-4.00,4.49,3.54,0.15,5.71
652,5.88,2.00,4.00,-5.00,2.04,6.36,-0.63,6.65
653,0.10,0.00,5.00,-4.00,-0.41,6.36,0.22,6.37
654,0.59,-3.00,6.00,-1.00,-4.49,4.95,-0.98,6.61
655,1.09,-4.00,5.00,0.00,-5.31,3.54,0.66,6.34
656,1.63,-5.00,3.00,3.00,-6.53,0.00,0.36,6.52
657,2.11,-3.00,0.00,5.00,-4.49,-3.54,-0.72,5.67
658,2.62,-1.00,-2.00,5.00,-2.04,-4.95,-0.70,5.31
659,3.12,0.00,-3.00,5.00,-0.82,-5.66,0.71,5.67
660,3.63,3.00,-4.00,3.00,2.86,-4.95,-0.19,5.71
661,4.15,4.00,-4.00,1.00,4.49,-3.54,0.62,5.68
662,4.65,5.00,-2.00,-1.00,5.31,-0.71,0.38,5.34
663,5.22,5.00,0.00,-3.00,5.31,2.12,0.70,5.67
664,5.72,3.00,2.00,-3.00,2.86,3.54,0.55,4.51
665,6.25,1.00,4.00,-3.00,0.41,4.95,0.23,4.96
666,0.48,-1.00,4.00,-1.00,-2.04,3.54,-0.18,4.08
667,1.01,-3.00,4.00,0.00,-4.08,2.83,0.24,4.96
668,1.55,-3.00,3.00,2.00,-4.49,0.71,0.60,4.51
669,2.06,-3.00,1.00,4.00,-4.49,-2.12,0.25,4.96
670,2.61,-1.00,-1.00,4.00,-2.04,-3.54,-0.04,4.08
671,3.12,0.00,-2.00,4.00,-0.82,-4.24,0.74,4.26
672,3.65,2.00,-3.00,3.00,1.63,-4.24,0.64,4.50
673,4.18,4.00,-3.00,1.00,4.08,-2.83,0.39,4.95
674,4.69,5.00,-1.00,-1.00,4.90,0.00,-0.09,4.90
675,5.22,5.00,0.00,-3.00,5.31,2.12,0.74,5.67
676,5.72,3.00,2.00,-4.00,3.27,4.24,0.52,5.33
677,6.28,1.00,4.00,-3.00,0.41,4.95,0.41,4.95
678,0.52,-1.00,4.00,-1.00,-2.04,3.54,-0.01,4.08
679,1.02,-5.00,4.00,0.00,-5.71,2.83,-0.59,6.35
680,1.53,-4.00,3.00,2.00,-5.31,0.71,0.51,5.33
681,2.05,-4.00,1.00,4.00,-5.31,-2.12,0.56,5.69
682,2.55,-2.00,-1.00,5.00,-3.27,-4.24,0.36,5.34
683,3.07,0.00,-3.00,5.00,-0.82,-5.66,0.40,5.70
684,3.58,2.00,-4.00,3.00,2.04,-4.95,0.24,5.35
685,4.10,4.00,-4.00,1.00,4.49,-3.54,0.34,5.70
686,4.62,5.00,-2.00,-1.00,5.31,-0.71,0.22,5.35
687,5.14,5.00,0.00,-3.00,5.31,2.12,0.28,5.71
688,5.62,3.00,2.00,-4.00,3.27,4.24,-0.04,5.35
689,6.14,1.00,5.00,-4.00,0.41,6.36,-0.53,6.35
690,0.37,-1.00,5.00,-2.00,-2.04,4.95,-0.12,5.35
691,0.88,-3.00,5.00,0.00,-4.49,3.54,-0.15,5.71
692,1.44,-4.00,4.00,2.00,-5.71,1.41,0.63,5.85
693,1.96,-4.00,1.00,4.00,-5.31,-2.12,0.04,5.71
694,2.47,-2.00,-1.00,5.00,-3.27,-4.24,-0.10,5.35
695,2.99,0.00,-3.00,5.00,-0.82,-5.66,-0.06,5.72
696,3.52,2.00,-4.00,3.00,2.04,-4.95,-0.06,5.35
697,4.06,4.00,-3.00,1.00,4.08,-2.83,-0.25,4.96
698,4.59,5.00,-2.00,0.00,4.90,-1.41,0.80,5.03
699,5.15,5.00,0.00,-2.00,4.90,1.41,0.79,5.04
700,5.69,3.00,2.00,-3.00,2.86,3.54,0.41,4.53
701,6.22,1.00,3.00,-3.00,0.82,4.24,0.55,4.28
702,0.48,0.00,4.00,-1.00,-1.22,3.54,0.56,3.70
703,1.04,-2.00,4.00,0.00,-3.27,2.83,0.77,4.25
704,1.58,-3.00,2.00,1.00,-3.67,0.71,0.75,3.66
705,2.11,-3.00,1.00,3.00,-4.08,-1.41,0.89,4.23
706,2.71,-1.00,-1.00,4.00,-2.04,-3.54,0.36,4.07
707,3.25,0.00,-2.00,3.00,-0.41,-3.54,0.77,3.47
708,3.80,2.00,-2.00,2.00,1.63,-2.83,0.45,3.23
709,4.36,3.00,-2.00,1.00,2.86,-2.12,0.99,3.42
710,4.90,3.00,-1.00,0.00,2.86,-0.71,1.23,2.67
711,5.45,3.00,0.00,-2.00,3.27,1.41,1.15,3.37
712,6.00,2.00,2.00,-2.00,1.63,2.83,0.78,3.17
713,0.29,0.00,3.00,-2.00,-0.41,3.54,0.64,3.50
714,0.85,-1.00,3.00,0.00,-2.04,2.12,0.24,2.93
715,1.40,-2.00,3.00,0.00,-2.86,2.12,1.60,3.18
716,1.93,-2.00,1.00,2.00,-2.86,-0.71,0.33,2.92
717,2.47,-2.00,0.00,4.00,-3.27,-2.83,0.81,4.24
718,3.02,0.00,-2.00,4.00,-0.82,-4.24,0.29,4.31
719,3.54,1.00,-3.00,3.00,0.82,-4.24,0.90,4.23
720,4.10,3.00,-3.00,1.00,3.27,-2.83,0.43,4.30
721,4.64,4.00,-2.00,0.00,4.08,-1.41,1.14,4.17
722,5.17,4.00,0.00,-2.00,4.08,1.41,0.52,4.29
723,5.68,3.00,1.00,-3.00,3.27,2.83,1.09,4.18
724,6.20,1.00,3.00,-3.00,0.82,4.24,0.48,4.29
725,0.45,-1.00,5.00,-2.00,-2.04,4.95,0.34,5.34
726,0.97,-3.00,5.00,0.00,-4.49,3.54,0.38,5.70
727,1.51,-4.00,3.00,2.00,-5.31,0.71,0.38,5.34
728,2.03,-3.00,1.00,4.00,-4.49,-2.12,0.09,4.97
729,2.55,-2.00,-1.00,5.00,-3.27,-4.24,0.33,5.34
730,3.06,0.00,-3.00,5.00,-0.82,-5.66,0.36,5.70
731,3.57,2.00,-4.00,3.00,2.04,-4.95,0.21,5.35
732,4.10,4.00,-4.00,1.00,4.49,-3.54,0.31,5.71
733,4.62,5.00,-2.00,-1.00,5.31,-0.71,0.22,5.35
734,5.15,5.00,0.00,-3.00,5.31,2.12,0.35,5.70
735,5.66,3.00,2.00,-4.00,3.27,4.24,0.16,5.35
736,6.19,1.00,4.00,-4.00,0.82,5.66,0.26,5.71
737,0.42,-1.00,5.00,-2.00,-2.04,4.95,0.14,5.35
738,0.96,-3.00,5.00,0.00,-4.49,3.54,0.31,5.71
739,1.47,-4.00,3.00,2.00,-5.31,0.71,0.15,5.35
740,1.98,-4.00,1.00,3.00,-4.90,-1.41,0.66,5.06
741,2.55,-2.00,-1.00,5.00,-3.27,-4.24,0.33,5.34
742,3.06,0.00,-3.00,4.00,-0.41,-4.95,0.01,4.97
743,3.59,2.00,-3.00,3.00,1.63,-4.24,0.37,4.53
744,4.13,4.00,-3.00,1.00,4.08,-2.83,0.11,4.96
745,4.65,4.00,-2.00,0.00,4.08,-1.41,1.16,4.16
746,5.20,5.00,0.00,-2.00,4.90,1.41,1.06,4.99
747,5.71,3.00,2.00,-3.00,2.86,3.54,0.49,4.52
748,0.02,1.00,3.00,-3.00,0.82,4.24,0.89,4.23
749,0.55,-1.00,4.00,-1.00,-2.04,3.54,0.09,4.08
750,1.07,-2.00,4.00,0.00,-3.27,2.83,0.93,4.22
751,1.62,-3.00,2.00,2.00,-4.08,0.00,0.20,4.08
752,2.14,-3.00,1.00,3.00,-4.08,-1.41,1.01,4.20
753,2.65,-1.00,-1.00,4.00,-2.04,-3.54,0.13,4.08
754,3.20,0.00,-3.00,4.00,-0.41,-4.95,0.68,4.92
755,3.76,2.00,-3.00,2.00,2.04,-3.54,0.39,4.06
756,4.31,3.00,-3.00,1.00,3.27,-2.83,1.31,4.12
757,4.83,4.00,-1.00,-1.00,4.08,0.00,0.47,4.05
758,5.34,4.00,0.00,-2.00,4.08,1.41,1.25,4.14
759,5.88,2.00,2.00,-3.00,2.04,3.54,0.48,4.05
760,0.10,0.00,4.00,-3.00,-0.41,4.95,0.11,4.97
761,0.60,-2.00,5.00,-1.00,-3.27,4.24,-0.33,5.34
762,1.18,-3.00,5.00,0.00,-4.49,3.54,1.55,5.50
763,1.66,-3.00,2.00,3.00,-4.49,-0.71,-0.29,4.54
764,2.19,-3.00,0.00,4.00,-4.08,-2.83,0.07,4.97
765,2.68,-1.00,-2.00,5.00,-2.04,-4.95,-0.37,5.34
766,3.20,0.00,-3.00,5.00,-0.82,-5.66,1.16,5.60
767,3.71,3.00,-4.00,3.00,2.86,-4.95,0.23,5.71
768,4.20,4.00,-4.00,0.00,4.90,-2.83,0.08,5.66
769,4.74,6.00,-2.00,-2.00,6.53,0.00,0.20,6.53
770,5.25,5.00,0.00,-3.00,5.31,2.12,0.91,5.64
771,5.74,3.00,1.00,-4.00,3.67,3.54,1.30,4.93
772,6.25,0.00,4.00,-4.00,0.00,5.66,-0.17,5.65
773,0.48,-2.00,5.00,-2.00,-2.86,4.95,-0.26,5.71
774,0.98,-3.00,5.00,0.00,-4.49,3.54,0.41,5.70
775,1.47,-4.00,3.00,2.00,-5.31,0.71,0.18,5.35
776,2.03,-4.00,1.00,4.00,-5.31,-2.12,0.46,5.70
777,2.52,-2.00,-1.00,5.00,-3.27,-4.24,0.19,5.35
778,3.02,0.00,-3.00,5.00,-0.82,-5.66,0.12,5.71
779,3.53,2.00,-4.00,3.00,2.04,-4.95,-0.02,5.35
780,4.06,4.00,-4.00,1.00,4.49,-3.54,0.09,5.71
781,4.59,5.00,-2.00,-1.00,5.31,-0.71,0.05,5.35
782,5.10,5.00,0.00,-3.00,5.31,2.12,0.04,5.71
783,5.64,3.00,2.00,-4.00,3.27,4.24,0.06,5.35
784,6.17,1.00,4.00,-3.00,0.41,4.95,-0.17,4.96
785,0.41,-1.00,5.00,-2.00,-2.04,4.95,0.11,5.35
786,0.95,-3.00,4.00,0.00,-4.08,2.83,-0.07,4.97
787,1.47,-3.00,3.00,2.00,-4.49,0.71,0.26,4.54
788,2.01,-3.00,1.00,4.00,-4.49,-2.12,0.00,4.97
789,2.53,-2.00,0.00,4.00,-3.27,-2.83,1.07,4.19
790,3.10,0.00,-2.00,4.00,-0.82,-4.24,0.66,4.27
791,3.64,2.00,-3.00,3.00,1.63,-4.24,0.59,4.51
792,4.17,3.00,-3.00,1.00,3.27,-2.83,0.72,4.26
793,4.71,4.00,-1.00,0.00,3.67,-0.71,0.71,3.67
794,5.25,4.00,0.00,-2.00,4.08,1.41,0.89,4.23
795,5.77,2.00,2.00,-3.00,2.04,3.54,0.06,4.08
796,0.02,1.00,3.00,-3.00,0.82,4.24,0.92,4.22
797,0.58,-1.00,4.00,-1.00,-2.04,3.54,0.24,4.08
798,1.11,-2.00,4.00,0.00,-3.27,2.83,1.08,4.18
799,1.62,-3.00,2.00,2.00,-4.08,0.00,0.20,4.08
800,2.15,-3.00,1.00,4.00,-4.49,-2.12,0.70,4.92
801,2.66,-1.00,-1.00,4.00,-2.04,-3.54,0.16,4.08
802,3.17,0.00,-3.00,4.00,-0.41,-4.95,0.56,4.93
803,3.69,2.00,-4.00,3.00,2.04,-4.95,0.86,5.28
804,4.21,4.00,-3.00,1.00,4.08,-2.83,0.51,4.94
805,4.73,5.00,-2.00,-1.00,5.31,-0.71,0.80,5.29
806,5.23,5.00,0.00,-3.00,5.31,2.12,0.80,5.66
807,5.73,3.00,2.00,-4.00,3.27,4.24,0.55,5.33
808,6.23,1.00,4.00,-4.00,0.82,5.66,0.50,5.69
809,0.44,-2.00,5.00,-2.00,-2.86,4.95,-0.50,5.69
810,0.93,-3.00,5.00,0.00,-4.49,3.54,0.16,5.71
811,1.45,-5.00,3.00,2.00,-6.12,0.71,-0.05,6.16
812,1.93,-4.00,1.00,4.00,-5.31,-2.12,-0.14,5.71
813,2.42,-2.00,-1.00,6.00,-3.67,-4.95,-0.49,6.14
814,2.91,0.00,-4.00,6.00,-0.82,-7.07,-0.80,7.07
815,3.39,2.00,-4.00,4.00,1.63,-5.66,-0.21,5.88
816,3.89,5.00,-5.00,1.00,5.71,-4.24,-1.30,7.00
817,4.38,6.00,-3.00,-1.00,6.53,-1.41,-0.79,6.64
818,4.90,6.00,-1.00,-3.00,6.53,1.41,-0.19,6.68
819,5.40,4.00,1.00,-4.00,4.49,3.54,0.12,5.71
820,5.87,1.00,4.00,-4.00,0.82,5.66,-1.51,5.51
821,0.09,0.00,5.00,-3.00,-0.82,5.66,-0.33,5.71
822,0.59,-3.00,6.00,-1.00,-4.49,4.95,-0.98,6.61
823,1.09,-4.00,5.00,0.00,-5.31,3.54,0.66,6.34
824,1.59,-5.00,2.00,3.00,-6.12,-0.71,-0.59,6.13
825,2.09,-4.00,0.00,5.00,-5.31,-3.54,-0.46,6.36
826,2.62,-1.00,-2.00,6.00,-2.45,-5.66,-0.69,6.13
827,3.11,0.00,-3.00,5.00,-0.82,-5.66,0.64,5.68
828,3.63,3.00,-4.00,3.00,2.86,-4.95,-0.19,5.71
829,4.15,5.00,-4.00,1.00,5.31,-3.54,0.19,6.37
830,4.67,5.00,-2.00,-1.00,5.31,-0.71,0.48,5.33
831,5.18,5.00,0.00,-3.00,5.31,2.12,0.53,5.69
832,5.70,3.00,2.00,-4.00,3.27,4.24,0.39,5.34
833,6.26,1.00,4.00,-3.00,0.41,4.95,0.29,4.96
834,0.48,-1.00,4.00,-1.00,-2.04,3.54,-0.16,4.08
835,1.02,-3.00,4.00,0.00,-4.08,2.83,0.27,4.96
836,1.52,-3.00,3.00,2.00,-4.49,0.71,0.49,4.52
837,2.07,-4.00,1.00,4.00,-5.31,-2.12,0.67,5.68
838,2.57,-1.00,-1.00,4.00,-2.04,-3.54,-0.19,4.08
839,3.12,0.00,-3.00,4.00,-0.41,-4.95,0.29,4.96
840,3.68,2.00,-3.00,3.00,1.63,-4.24,0.75,4.48
841,4.18,4.00,-3.00,1.00,4.08,-2.83,0.39,4.95
842,4.69,5.00,-2.00,-1.00,5.31,-0.71,0.61,5.32
843,5.21,4.00,0.00,-2.00,4.08,1.41,0.70,4.26
844,5.74,3.00,2.00,-3.00,2.86,3.54,0.61,4.51
845,6.26,1.00,4.00,-3.00,0.41,4.95,0.29,4.96
846,0.48,-1.00,5.00,-2.00,-2.04,4.95,0.50,5.33
847,1.02,-3.00,4.00,0.00,-4.08,2.83,0.30,4.96
848,1.53,-4.00,3.00,2.00,-5.31,0.71,0.51,5.33
849,2.06,-4.00,1.00,4.00,-5.31,-2.12,0.63,5.68
850,2.55,-2.00,-1.00,5.00,-3.27,-4.24,0.33,5.34
851,3.07,0.00,-3.00,5.00,-0.82,-5.66,0.40,5.70
852,3.57,2.00,-4.00,3.00,2.04,-4.95,0.21,5.35
853,4.08,4.00,-4.00,1.00,4.49,-3.54,0.20,5.71
854,4.63,5.00,-2.00,-1.00,5.31,-0.71,0.25,5.35
855,5.12,5.00,0.00,-3.00,5.31,2.12,0.18,5.71
856,5.63,3.00,2.00,-4.00,3.27,4.24,0.03,5.35
857,6.15,1.00,4.00,-4.00,0.82,5.66,0.05,5.72
858,0.36,-1.00,5.00,-2.00,-2.04,4.95,-0.16,5.35
859,0.91,-3.00,5.00,0.00,-4.49,3.54,0.02,5.72
860,1.41,-4.00,3.00,2.00,-5.31,0.71,-0.18,5.35
861,1.95,-4.00,1.00,4.00,-5.31,-2.12,0.00,5.71
862,2.47,-2.00,-1.00,5.00,-3.27,-4.24,-0.10,5.35
863,2.98,0.00,-3.00,5.00,-0.82,-5.66,-0.09,5.71
864,3.52,2.00,-4.00,3.00,2.04,-4.95,-0.06,5.35
865,4.04,4.00,-3.00,1.00,4.08,-2.83,-0.34,4.95
866,4.61,5.00,-2.00,0.00,4.90,-1.41,0.90,5.02
867,5.12,4.00,0.00,-2.00,4.08,1.41,0.33,4.31
868,5.68,3.00,2.00,-3.00,2.86,3.54,0.36,4.53
869,6.25,1.00,3.00,-3.00,0.82,4.24,0.66,4.27
870,0.48,0.00,4.00,-1.00,-1.22,3.54,0.56,3.70
871,1.02,-2.00,4.00,0.00,-3.27,2.83,0.69,4.26
872,1.59,-3.00,2.00,1.00,-3.67,0.71,0.77,3.66
873,2.14,-3.00,1.00,3.00,-4.08,-1.41,1.01,4.20
874,2.68,-1.00,0.00,3.00,-2.04,-2.12,0.87,2.81
875,3.25,0.00,-2.00,3.00,-0.41,-3.54,0.80,3.47
876,3.80,2.00,-2.00,2.00,1.63,-2.83,0.43,3.24
877,4.36,3.00,-2.00,1.00,2.86,-2.12,1.01,3.41
878,4.93,3.00,-1.00,0.00,2.86,-0.71,1.32,2.63
879,5.47,3.00,0.00,-1.00,2.86,0.71,1.44,2.57
880,6.01,1.00,2.00,-2.00,0.82,2.83,0.03,2.94
881,0.28,0.00,3.00,-2.00,-0.41,3.54,0.59,3.51
882,0.86,-1.00,4.00,0.00,-2.45,2.83,0.54,3.70
883,1.43,-2.00,3.00,0.00,-2.86,2.12,1.70,3.13
884,1.95,-2.00,1.00,2.00,-2.86,-0.71,0.39,2.92
885,2.49,-2.00,0.00,3.00,-2.86,-2.12,0.99,3.42
886,3.03,0.00,-2.00,4.00,-0.82,-4.24,0.34,4.31
887,3.56,1.00,-3.00,3.00,0.82,-4.24,1.00,4.20
888,4.09,3.00,-3.00,1.00,3.27,-2.83,0.41,4.30
889,4.67,4.00,-2.00,0.00,4.08,-1.41,1.24,4.14
890,5.19,4.00,0.00,-2.00,4.08,1.41,0.62,4.27
891,5.71,3.00,2.00,-3.00,2.86,3.54,0.49,4.52
892,6.23,1.00,4.00,-3.00,0.41,4.95,0.13,4.96
893,0.48,-1.00,5.00,-2.00,-2.04,4.95,0.47,5.33
894,0.97,-3.00,4.00,0.00,-4.08,2.83,0.02,4.97
895,1.52,-4.00,3.00,2.00,-5.31,0.71,0.41,5.34
896,2.04,-4.00,1.00,4.00,-5.31,-2.12,0.49,5.69
897,2.55,-1.00,-1.00,5.00,-2.45,-4.24,-0.32,4.89
898,3.09,0.00,-3.00,5.00,-0.82,-5.66,0.50,5.69
899,3.58,2.00,-4.00,3.00,2.04,-4.95,0.27,5.35
900,4.11,4.00,-4.00,1.00,4.49,-3.54,0.38,5.70
901,4.63,5.00,-2.00,-1.00,5.31,-0.71,0.25,5.35
902,5.15,5.00,0.00,-3.00,5.31,2.12,0.32,5.71
903,5.69,3.00,2.00,-4.00,3.27,4.24,0.33,5.34
904,6.22,1.00,4.00,-3.00,0.41,4.95,0.07,4.97
905,0.44,-1.00,5.00,-2.00,-2.04,4.95,0.24,5.35
906,0.96,-3.00,5.00,0.00,-4.49,3.54,0.31,5.71
907,1.48,-4.00,3.00,2.00,-5.31,0.71,0.22,5.35
908,1.99,-4.00,1.00,4.00,-5.31,-2.12,0.21,5.71
909,2.52,-2.00,-1.00,5.00,-3.27,-4.24,0.19,5.35
910,3.08,0.00,-3.00,5.00,-0.82,-5.66,0.47,5.70
911,3.60,2.00,-3.00,3.00,1.63,-4.24,0.42,4.53
912,4.13,4.00,-3.00,1.00,4.08,-2.83,0.11,4.96
913,4.65,5.00,-2.00,0.00,4.90,-1.41,1.11,4.98
914,5.20,5.00,0.00,-2.00,4.90,1.41,1.06,4.99
915,5.72,3.00,2.00,-3.00,2.86,3.54,0.55,4.51
916,6.25,1.00,4.00,-3.00,0.41,4.95,0.23,4.96
917,0.55,-1.00,4.00,-2.00,-1.63,4.24,0.84,4.47
918,1.07,-2.00,4.00,0.00,-3.27,2.83,0.93,4.22
919,1.60,-3.00,2.00,2.00,-4.08,0.00,0.10,4.08
920,2.14,-3.00,1.00,3.00,-4.08,-1.41,1.01,4.20
921,2.67,-1.00,-1.00,4.00,-2.04,-3.54,0.21,4.08
922,3.20,0.00,-2.00,4.00,-0.82,-4.24,1.05,4.19
923,3.73,2.00,-3.00,2.00,2.04,-3.54,0.27,4.07
924,4.30,4.00,-3.00,1.00,4.08,-2.83,0.96,4.87
925,4.82,4.00,-1.00,-1.00,4.08,0.00,0.45,4.06
926,5.34,4.00,0.00,-2.00,4.08,1.41,1.25,4.14
927,5.85,2.00,2.00,-3.00,2.04,3.54,0.36,4.07
928,0.10,0.00,4.00,-3.00,-0.41,4.95,0.11,4.97
929,0.62,-1.00,5.00,-1.00,-2.45,4.24,0.47,4.88
930,1.12,-3.00,4.00,0.00,-4.08,2.83,0.78,4.90
931,1.66,-4.00,2.00,3.00,-5.31,-0.71,-0.25,5.35
932,2.18,-3.00,0.00,4.00,-4.08,-2.83,0.04,4.97
933,2.68,-1.00,-2.00,5.00,-2.04,-4.95,-0.37,5.34
934,3.18,0.00,-3.00,4.00,-0.41,-4.95,0.59,4.93
935,3.70,3.00,-4.00,2.00,3.27,-4.24,-0.52,5.33
936,4.19,4.00,-4.00,1.00,4.49,-3.54,0.83,5.65
937,4.71,6.00,-2.00,-2.00,6.53,0.00,-0.04,6.53
938,5.21,5.00,0.00,-3.00,5.31,2.12,0.67,5.68
