index,theta,A,B,C,X,Y,Id,Iq
939,5.75,3.00,3.00,-4.00,2.86,4.95,-0.06,5.72
940,6.23,0.00,4.00,-4.00,0.00,5.66,-0.31,5.65
941,0.45,-1.00,5.00,-2.00,-2.04,4.95,0.34,5.34
942,0.94,-3.00,5.00,0.00,-4.49,3.54,0.24,5.71
943,1.46,-4.00,3.00,2.00,-5.31,0.71,0.12,5.35
944,1.97,-4.00,1.00,4.00,-5.31,-2.12,0.11,5.71
945,2.50,-2.00,-1.00,5.00,-3.27,-4.24,0.06,5.35
946,2.99,0.00,-3.00,5.00,-0.82,-5.66,-0.06,5.72
947,3.52,2.00,-4.00,3.00,2.04,-4.95,-0.06,5.35
948,4.03,4.00,-4.00,1.00,4.49,-3.54,-0.08,5.71
949,4.55,5.00,-2.00,-1.00,5.31,-0.71,-0.18,5.35
950,5.06,5.00,0.00,-3.00,5.31,2.12,-0.21,5.71
951,5.61,3.00,2.00,-4.00,3.27,4.24,-0.10,5.35
952,6.14,1.00,4.00,-4.00,0.82,5.66,0.01,5.72
953,0.38,-1.00,5.00,-2.00,-2.04,4.95,-0.06,5.35
954,0.91,-3.00,5.00,0.00,-4.49,3.54,0.06,5.71
955,1.47,-3.00,3.00,1.00,-4.08,1.41,0.98,4.21
956,1.99,-3.00,1.00,4.00,-4.49,-2.12,-0.09,4.97
957,2.52,-2.00,0.00,4.00,-3.27,-2.83,0.99,4.21
958,3.05,0.00,-2.00,4.00,-0.82,-4.24,0.42,4.30
959,3.61,2.00,-3.00,3.00,1.63,-4.24,0.48,4.52
960,4.15,3.00,-3.00,1.00,3.27,-2.83,0.64,4.27
961,4.69,4.00,-1.00,0.00,3.67,-0.71,0.62,3.69
962,5.22,4.00,0.00,-2.00,4.08,1.41,0.76,4.25
963,5.74,2.00,2.00,-3.00,2.04,3.54,-0.07,4.08
964,0.01,1.00,4.00,-3.00,0.41,4.95,0.47,4.94
965,0.53,-1.00,4.00,-1.00,-2.04,3.54,0.02,4.08
966,1.08,-2.00,4.00,0.00,-3.27,2.83,0.96,4.21
967,1.61,-3.00,2.00,2.00,-4.08,0.00,0.15,4.08
968,2.12,-3.00,1.00,4.00,-4.49,-2.12,0.55,4.94
969,2.64,-1.00,-1.00,4.00,-2.04,-3.54,0.08,4.08
970,3.15,0.00,-2.00,4.00,-0.82,-4.24,0.87,4.23
971,3.66,2.00,-4.00,3.00,2.04,-4.95,0.66,5.31
972,4.18,4.00,-4.00,1.00,4.49,-3.54,0.76,5.66
973,4.71,5.00,-2.00,-1.00,5.31,-0.71,0.71,5.31
974,5.21,5.00,0.00,-3.00,5.31,2.12,0.67,5.68
975,5.71,3.00,2.00,-4.00,3.27,4.24,0.42,5.34
976,6.20,1.00,4.00,-4.00,0.82,5.66,0.36,5.70
977,0.42,-1.00,5.00,-2.00,-2.04,4.95,0.14,5.35
978,0.91,-3.00,5.00,0.00,-4.49,3.54,0.06,5.71
979,1.40,-5.00,3.00,2.00,-6.12,0.71,-0.35,6.15
980,1.91,-5.00,1.00,5.00,-6.53,-2.83,-0.46,7.10
981,2.41,-2.00,-1.00,6.00,-3.67,-4.95,-0.60,6.13
982,2.90,0.00,-4.00,6.00,-0.82,-7.07,-0.88,7.06
983,3.38,3.00,-4.00,4.00,2.45,-5.66,-1.04,6.08
984,3.87,5.00,-5.00,2.00,5.31,-4.95,-0.65,7.23
985,4.36,6.00,-3.00,0.00,6.12,-2.12,-0.14,6.48
986,4.85,6.00,-1.00,-3.00,6.53,1.41,-0.48,6.67
987,5.38,5.00,1.00,-4.00,5.31,3.54,0.48,6.36
988,5.86,2.00,4.00,-5.00,2.04,6.36,-0.75,6.64
989,0.06,0.00,5.00,-4.00,-0.41,6.36,-0.02,6.38
990,0.56,-3.00,6.00,-1.00,-4.49,4.95,-1.15,6.58
991,1.04,-4.00,5.00,0.00,-5.31,3.54,0.38,6.37
992,1.56,-5.00,3.00,3.00,-6.53,0.00,-0.04,6.53
993,2.05,-4.00,0.00,5.00,-5.31,-3.54,-0.69,6.34
994,2.58,-2.00,-2.00,6.00,-3.27,-5.66,-0.23,6.53
995,3.09,0.00,-3.00,5.00,-0.82,-5.66,0.54,5.69
996,3.59,2.00,-4.00,3.00,2.04,-4.95,0.30,5.35
997,4.11,4.00,-4.00,1.00,4.49,-3.54,0.38,5.70
998,4.64,5.00,-2.00,-1.00,5.31,-0.71,0.31,5.34
999,5.14,5.00,0.00,-3.00,5.31,2.12,0.28,5.71
1000,5.66,3.00,2.00,-4.00,3.27,4.24,0.16,5.35
1001,6.20,1.00,4.00,-4.00,0.82,5.66,0.36,5.70
1002,0.45,-1.00,5.00,-2.00,-2.04,4.95,0.34,5.34
1003,0.96,-3.00,4.00,0.00,-4.08,2.83,-0.01,4.97
1004,1.49,-4.00,3.00,2.00,-5.31,0.71,0.28,5.35
1005,2.01,-3.00,1.00,4.00,-4.49,-2.12,0.00,4.97
1006,2.56,-2.00,-1.00,5.00,-3.27,-4.24,0.42,5.34
1007,3.08,0.00,-3.00,4.00,-0.41,-4.95,0.10,4.97
1008,3.62,2.00,-3.00,3.00,1.63,-4.24,0.50,4.52
1009,4.16,4.00,-3.00,1.00,4.08,-2.83,0.27,4.96
1010,4.68,4.00,-2.00,0.00,4.08,-1.41,1.26,4.13
1011,5.21,4.00,0.00,-2.00,4.08,1.41,0.70,4.26
1012,5.70,3.00,2.00,-3.00,2.86,3.54,0.44,4.52
1013,6.23,1.00,4.00,-3.00,0.41,4.95,0.16,4.96
1014,0.47,-1.00,5.00,-2.00,-2.04,4.95,0.40,5.34
1015,1.01,-3.00,4.00,0.00,-4.08,2.83,0.24,4.96
1016,1.52,-4.00,3.00,2.00,-5.31,0.71,0.41,5.34
1017,2.03,-4.00,1.00,4.00,-5.31,-2.12,0.46,5.70
1018,2.55,-2.00,-1.00,5.00,-3.27,-4.24,0.36,5.34
1019,3.07,0.00,-3.00,5.00,-0.82,-5.66,0.40,5.70
1020,3.55,2.00,-4.00,3.00,2.04,-4.95,0.07,5.35
1021,4.06,4.00,-4.00,1.00,4.49,-3.54,0.06,5.71
1022,4.62,5.00,-2.00,-1.00,5.31,-0.71,0.22,5.35

