index,theta,A,B,C,X,Y,Id,Iq
60,1.88,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
61,1.93,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
62,1.98,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
63,2.02,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
64,2.05,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
65,2.09,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
66,2.15,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
67,2.22,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
68,2.24,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
69,2.26,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
70,2.31,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
71,2.34,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
72,2.38,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
73,2.42,-14.00,-10.00,-15.00,-1.22,3.54,3.25,-1.86
74,2.47,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
75,2.51,-11.00,-19.00,-14.00,4.49,-3.54,-5.71,0.20
76,2.54,-14.00,-10.00,-15.00,-1.22,3.54,3.01,-2.22
77,2.58,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
78,2.63,-14.00,-10.00,-15.00,-1.22,3.54,2.79,-2.49
79,2.68,-15.00,-15.00,-11.00,-1.63,-2.83,0.21,3.26
80,2.76,-15.00,-11.00,-19.00,0.00,5.66,2.13,-5.24
81,2.82,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
82,2.90,-19.00,-14.00,-10.00,-5.71,-2.83,4.86,4.13
83,2.97,-15.00,-15.00,-11.00,-1.63,-2.83,1.13,3.07
84,3.04,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
85,3.10,-15.00,-11.00,-19.00,0.00,5.66,0.24,-5.65
86,3.17,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
87,3.23,-15.00,-15.00,-11.00,-1.63,-2.83,1.87,2.68
88,3.31,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
89,3.36,-11.00,-19.00,-14.00,4.49,-3.54,-3.61,4.43
90,3.44,-14.00,-10.00,-15.00,-1.22,3.54,0.15,-3.74
91,3.50,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
92,3.58,-11.00,-19.00,-14.00,4.49,-3.54,-2.58,5.10
93,3.66,-14.00,-10.00,-15.00,-1.22,3.54,-0.68,-3.68
94,3.72,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
95,3.81,-19.00,-14.00,-10.00,-5.71,-2.83,6.24,-1.32
96,3.90,-19.00,-14.00,-10.00,-5.71,-2.83,6.10,-1.85
97,4.00,-11.00,-19.00,-14.00,4.49,-3.54,-0.26,5.71
98,4.07,-19.00,-14.00,-10.00,-5.71,-2.83,5.69,-2.87
99,4.15,-19.00,-14.00,-10.00,-5.71,-2.83,5.45,-3.31
100,4.22,-19.00,-14.00,-10.00,-5.71,-2.83,5.21,-3.67
101,4.30,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
102,4.35,-19.00,-14.00,-10.00,-5.71,-2.83,4.67,-4.34
103,4.40,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
104,4.44,-19.00,-14.00,-10.00,-5.71,-2.83,4.28,-4.73
105,4.50,-19.00,-14.00,-10.00,-5.71,-2.83,3.98,-4.98
106,4.53,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
107,4.57,-11.00,-19.00,-14.00,4.49,-3.54,2.87,4.94
108,4.62,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
109,4.66,-19.00,-14.00,-10.00,-5.71,-2.83,3.14,-5.55
110,4.70,-19.00,-14.00,-10.00,-5.71,-2.83,2.90,-5.68
111,4.77,-19.00,-14.00,-10.00,-5.71,-2.83,2.51,-5.86
112,4.83,-14.00,-10.00,-15.00,-1.22,3.54,-3.65,-0.81
113,4.90,-15.00,-15.00,-11.00,-1.63,-2.83,2.48,-2.12
114,4.98,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
115,5.03,-15.00,-11.00,-19.00,0.00,5.66,-5.38,1.74
116,5.08,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
117,5.14,-19.00,-14.00,-10.00,-5.71,-2.83,0.23,-6.37
118,5.22,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
119,5.26,-19.00,-14.00,-10.00,-5.71,-2.83,-0.55,-6.35
120,5.33,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
121,5.38,-19.00,-14.00,-10.00,-5.71,-2.83,-1.32,-6.24
122,5.42,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
123,5.46,-11.00,-19.00,-14.00,4.49,-3.54,5.65,0.88
124,5.51,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
125,5.54,-19.00,-14.00,-10.00,-5.71,-2.83,-2.30,-5.95
126,5.58,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
127,5.62,-15.00,-11.00,-19.00,0.00,5.66,-3.48,4.46
128,5.65,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
129,5.69,-11.00,-19.00,-14.00,4.49,-3.54,5.70,-0.41
130,5.72,-10.00,-15.00,-15.00,4.08,0.00,3.46,2.16
131,5.77,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
132,5.82,-19.00,-14.00,-10.00,-5.71,-2.83,-3.86,-5.07
133,5.87,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
134,5.93,-19.00,-14.00,-10.00,-5.71,-2.83,-4.37,-4.64
135,5.98,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
136,6.04,-19.00,-14.00,-10.00,-5.71,-2.83,-4.88,-4.10
137,6.09,-10.00,-15.00,-15.00,4.08,0.00,4.01,0.77
138,6.15,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
139,6.20,-15.00,-11.00,-19.00,0.00,5.66,-0.45,5.64
140,6.26,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
141,6.28,-15.00,-15.00,-11.00,-1.63,-2.83,-1.63,-2.83
142,0.07,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
143,0.12,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
144,0.17,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
145,0.23,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
146,0.25,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
147,0.29,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
148,0.34,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
149,0.37,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
150,0.43,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
151,0.47,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
152,0.52,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
153,0.58,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
154,0.60,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
155,0.67,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
156,0.72,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
157,0.79,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
158,0.82,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
159,0.87,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
160,0.92,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
161,0.96,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
162,1.03,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
163,1.09,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
164,1.12,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
165,1.15,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
166,1.19,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
167,1.26,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
168,1.28,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
169,1.31,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
170,1.34,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
171,1.37,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
172,1.39,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
173,1.39,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
174,1.42,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
175,1.46,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
176,1.46,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
177,1.48,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
178,1.50,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
179,1.53,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
180,1.54,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
181,1.55,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
182,1.58,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
183,1.60,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
184,1.61,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
185,1.65,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
186,1.66,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
187,1.69,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
188,1.72,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
189,1.73,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
190,1.78,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
191,1.81,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
192,1.82,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
193,1.87,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
194,1.89,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
195,1.94,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
196,1.96,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
197,1.99,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
198,2.03,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
199,2.09,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
200,2.12,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
201,2.15,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
202,2.20,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
203,2.23,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
204,2.28,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
205,2.31,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
206,2.34,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
207,2.39,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
208,2.45,-19.00,-14.00,-10.00,-5.71,-2.83,2.59,5.83
209,2.49,-15.00,-11.00,-19.00,0.00,5.66,3.43,-4.50
210,2.55,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
211,2.61,-11.00,-19.00,-14.00,4.49,-3.54,-5.66,0.79
212,2.68,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
213,2.74,-14.00,-10.00,-15.00,-1.22,3.54,2.50,-2.78
214,2.82,-15.00,-11.00,-19.00,0.00,5.66,1.81,-5.36
215,2.88,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
216,2.95,-11.00,-19.00,-14.00,4.49,-3.54,-5.08,2.62
217,3.02,-10.00,-15.00,-15.00,4.08,0.00,-4.05,-0.50
218,3.09,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
219,3.15,-15.00,-11.00,-19.00,0.00,5.66,-0.03,-5.66
220,3.22,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
221,3.25,-11.00,-19.00,-14.00,4.49,-3.54,-4.07,4.01
222,3.34,-19.00,-14.00,-10.00,-5.71,-2.83,6.16,1.66
223,3.38,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
224,3.44,-11.00,-19.00,-14.00,4.49,-3.54,-3.27,4.69
225,3.51,-14.00,-10.00,-15.00,-1.22,3.54,-0.13,-3.74
226,3.58,-15.00,-15.00,-11.00,-1.63,-2.83,2.67,1.88
227,3.66,-15.00,-11.00,-19.00,0.00,5.66,-2.82,-4.90
228,3.74,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
229,3.82,-19.00,-14.00,-10.00,-5.71,-2.83,6.22,-1.40
230,3.91,-10.00,-15.00,-15.00,4.08,0.00,-2.94,2.83
231,3.97,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
232,4.03,-14.00,-10.00,-15.00,-1.22,3.54,-1.96,-3.19
233,4.10,-15.00,-15.00,-11.00,-1.63,-2.83,3.25,0.29
234,4.17,-19.00,-14.00,-10.00,-5.71,-2.83,5.39,-3.41
235,4.25,-14.00,-10.00,-15.00,-1.22,3.54,-2.61,-2.68
236,4.31,-11.00,-19.00,-14.00,4.49,-3.54,1.48,5.52
237,4.36,-14.00,-10.00,-15.00,-1.22,3.54,-2.90,-2.36
238,4.42,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
239,4.45,-15.00,-11.00,-19.00,0.00,5.66,-5.47,-1.44
240,4.52,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
241,4.59,-19.00,-14.00,-10.00,-5.71,-2.83,3.51,-5.33
242,4.66,-11.00,-19.00,-14.00,4.49,-3.54,3.31,4.66
243,4.73,-14.00,-10.00,-15.00,-1.22,3.54,-3.56,-1.16
244,4.81,-11.00,-19.00,-14.00,4.49,-3.54,3.96,4.12
245,4.91,-10.00,-15.00,-15.00,4.08,0.00,0.80,4.00
246,4.96,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
247,5.01,-15.00,-11.00,-19.00,0.00,5.66,-5.40,1.68
248,5.07,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
249,5.15,-19.00,-14.00,-10.00,-5.71,-2.83,0.11,-6.38
250,5.20,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
251,5.25,-11.00,-19.00,-14.00,4.49,-3.54,5.34,2.03
252,5.31,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
253,5.36,-14.00,-10.00,-15.00,-1.22,3.54,-3.56,1.17
254,5.40,-15.00,-15.00,-11.00,-1.63,-2.83,1.15,-3.06
255,5.45,-14.00,-10.00,-15.00,-1.22,3.54,-3.43,1.49
256,5.52,-15.00,-11.00,-19.00,0.00,5.66,-3.90,4.10
257,5.57,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
258,5.65,-14.00,-10.00,-15.00,-1.22,3.54,-3.08,2.13
259,5.70,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
260,5.79,-11.00,-19.00,-14.00,4.49,-3.54,5.63,-1.00
261,5.88,-10.00,-15.00,-15.00,4.08,0.00,3.75,1.61
262,5.98,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
263,6.07,-15.00,-11.00,-19.00,0.00,5.66,-1.21,5.53
264,6.14,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
265,6.23,-15.00,-11.00,-19.00,0.00,5.66,-0.28,5.65
266,0.03,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
267,0.09,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
268,0.17,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
269,0.23,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
270,0.28,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
271,0.36,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
272,0.44,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
273,0.51,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
274,0.58,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
275,0.66,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
276,0.70,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
277,0.79,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
278,0.85,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
279,0.90,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
280,0.95,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
281,1.04,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
282,1.09,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
283,1.14,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
284,1.17,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
285,1.24,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
286,1.27,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
287,1.32,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
288,1.36,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
289,1.39,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
290,1.44,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
291,1.48,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
292,1.53,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
293,1.57,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
294,1.61,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
295,1.66,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
296,1.71,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
297,1.75,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
298,1.80,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
299,1.85,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
300,1.88,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
301,1.93,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
302,1.98,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
303,2.04,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
304,2.07,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
305,2.14,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
306,2.15,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
307,2.22,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
308,2.24,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
309,2.28,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
310,2.33,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
311,2.34,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
312,2.39,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
313,2.42,-19.00,-14.00,-10.00,-5.71,-2.83,2.41,5.90
314,2.46,-15.00,-11.00,-19.00,0.00,5.66,3.56,-4.39
315,2.49,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
316,2.55,-14.00,-10.00,-15.00,-1.22,3.54,2.98,-2.26
317,2.58,-15.00,-11.00,-19.00,0.00,5.66,3.00,-4.80
318,2.64,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
319,2.70,-11.00,-19.00,-14.00,4.49,-3.54,-5.57,1.28
320,2.74,-10.00,-15.00,-15.00,4.08,0.00,-3.76,-1.59
321,2.79,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
322,2.85,-14.00,-10.00,-15.00,-1.22,3.54,2.20,-3.03
323,2.91,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
324,2.98,-15.00,-11.00,-19.00,0.00,5.66,0.90,-5.59
325,3.03,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
326,3.10,-15.00,-11.00,-19.00,0.00,5.66,0.21,-5.65
327,3.17,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
328,3.25,-11.00,-19.00,-14.00,4.49,-3.54,-4.07,4.01
329,3.33,-19.00,-14.00,-10.00,-5.71,-2.83,6.14,1.73
330,3.38,-15.00,-15.00,-11.00,-1.63,-2.83,2.26,2.36
331,3.46,-15.00,-11.00,-19.00,0.00,5.66,-1.77,-5.37
332,3.53,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
333,3.60,-19.00,-14.00,-10.00,-5.71,-2.83,6.38,0.04
334,3.68,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
335,3.76,-14.00,-10.00,-15.00,-1.22,3.54,-1.06,-3.59
336,3.83,-15.00,-11.00,-19.00,0.00,5.66,-3.62,-4.35
337,3.93,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
338,3.99,-11.00,-19.00,-14.00,4.49,-3.54,-0.33,5.71
339,4.06,-19.00,-14.00,-10.00,-5.71,-2.83,5.71,-2.84
340,4.14,-10.00,-15.00,-15.00,4.08,0.00,-2.20,3.44
341,4.20,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
342,4.25,-19.00,-14.00,-10.00,-5.71,-2.83,5.10,-3.83
343,4.31,-14.00,-10.00,-15.00,-1.22,3.54,-2.77,-2.52
344,4.36,-11.00,-19.00,-14.00,4.49,-3.54,1.75,5.44
345,4.41,-10.00,-15.00,-15.00,4.08,0.00,-1.23,3.89
346,4.41,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
347,4.45,-14.00,-10.00,-15.00,-1.22,3.54,-3.09,-2.10
348,4.50,-15.00,-11.00,-19.00,0.00,5.66,-5.53,-1.21
349,4.53,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
350,4.55,-11.00,-19.00,-14.00,4.49,-3.54,2.75,5.01
351,4.58,-19.00,-14.00,-10.00,-5.71,-2.83,3.57,-5.28
352,4.64,-10.00,-15.00,-15.00,4.08,0.00,-0.30,4.07
353,4.64,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
354,4.69,-19.00,-14.00,-10.00,-5.71,-2.83,2.93,-5.66
355,4.76,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
356,4.79,-15.00,-11.00,-19.00,0.00,5.66,-5.64,0.42
357,4.83,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
358,4.90,-11.00,-19.00,-14.00,4.49,-3.54,4.30,3.77
359,4.95,-19.00,-14.00,-10.00,-5.71,-2.83,1.43,-6.21
360,5.00,-14.00,-10.00,-15.00,-1.22,3.54,-3.74,-0.17
361,5.06,-15.00,-15.00,-11.00,-1.63,-2.83,2.11,-2.49
362,5.12,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
363,5.15,-19.00,-14.00,-10.00,-5.71,-2.83,0.11,-6.38
364,5.21,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
365,5.25,-11.00,-19.00,-14.00,4.49,-3.54,5.34,2.03
366,5.30,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
