mag,encoder
2647,3018
2648,3018
2649,3019
2650,3020
2651,3023
2652,3023
2653,3024
2654,3027
2655,3025
2656,3029
2657,3029
2658,3030
2659,3031
2660,3033
2661,3036
2662,3034
2663,3037
2664,3036
2665,3038
2666,3040
2667,3039
2668,3042
2669,3039
2670,3039
2671,3047
2672,3047
2673,3045
2674,3050
2675,3055
2676,3050
2677,3054
2678,3054
2679,3055
2680,3056
2681,3053
2682,3060
2683,3060
2684,3062
2685,3063
2686,3065
2687,3065
2688,3068
2689,3070
2690,3072
2691,3071
2692,3075
2693,3077
2694,3079
2695,3082
2696,3079
2697,3081
2698,3087
2699,3087
2700,3088
2701,3092
2702,3093
2703,3096
2704,3095
2705,3098
2706,3100
2707,3098
2708,3104
2709,3106
2710,3107
2711,3105
2712,3110
2713,3109
2714,3112
2715,3109
2716,3113
2717,3113
2718,3118
2719,3119
2720,3121
2721,3120
2722,3121
2723,3123
2724,3123
2725,3124
2726,3122
2727,3119
2728,3120
2729,3118
2730,3120
2731,3118
2732,3123
2733,3123
2734,3125
2735,3121
2736,3124
2737,3125
2738,3126
2739,3123
2740,3125
2741,3126
2742,3131
2743,3127
2744,3132
2745,3130
2746,3132
2747,3136
2748,3136
2749,3137
2750,3141
2751,3142
2752,3143
2753,3142
2754,3143
2755,3145
2756,3145
2757,3146
2758,3145
2759,3148
2760,3146
2761,3150
2762,3151
2763,3152
2764,3152
2765,3156
2766,3157
2767,3158
2768,3157
2769,3160
2770,3158
2771,3164
2772,3163
2773,3165
2774,3168
2775,3166
2776,3166
2777,3169
2778,3170
2779,3169
2780,3171
2781,3175
2782,3179
2783,3177
2784,3176
2785,3178
2786,3180
2787,3179
2788,3183
2789,3182
2790,3183
2791,3187
2792,3186
2793,3188
2794,3187
2795,3190
2796,3193
2797,3192
2798,3195
2799,3194
2800,3196
2801,3200
2802,3197
2803,3197
2804,3199
2805,3202
2806,3204
2807,3204
2808,3206
2809,3207
2810,3208
2811,3208
2812,3211
2813,3209
2814,3210
2815,3213
2816,3214
2817,3213
2818,3214
2819,3214
2820,3216
2821,3218
2822,3218
2823,3224
2824,3222
2825,3223
2826,3223
2827,3228
2828,3224
2829,3227
2830,3228
2831,3226
2832,3228
2833,3232
2834,3231
2835,3236
2836,3234
2837,3233
2838,3236
2839,3235
2840,3240
2841,3241
2842,3242
2843,3244
2844,3242
2845,3246
2846,3247
2847,3248
2848,3248
2849,3250
2850,3249
2851,3251
2852,3254
2853,3255
2854,3252
2855,3253
2856,3257
2857,3260
2858,3260
2859,3258
2860,3261
2861,3263
2862,3264
2863,3264
2864,3268
2865,3269
2866,3270
2867,3270
2868,3272
2869,3273
2870,3274
2871,3276
2872,3276
2873,3281
2874,3279
2875,3281
2876,3283
2877,3283
2878,3285
2879,3284
2880,3288
2881,3288
2882,3289
2883,3291
2884,3293
2885,3293
2886,3292
2887,3293
2888,3295
2889,3297
2890,3300
2891,3302
2892,3302
2893,3302
2894,3302
2895,3303
2896,3303
2897,3309
2898,3307
2899,3307
2900,3310
2901,3311
2902,3313
2903,3315
2904,3314
2905,3315
2906,3312
2907,3314
2908,3313
2909,3312
2910,3312
2911,3314
2912,3314
2913,3312
2914,3314
2915,3314
2916,3314
2917,3316
2918,3315
2919,3316
2920,3319
2921,3321
2922,3320
2923,3320
2924,3322
2925,3325
2926,3322
2927,3325
2928,3328
2929,3330
2930,3326
2931,3333
2932,3333
2933,3335
2934,3335
2935,3336
2936,3338
2937,3339
2938,3339
2939,3341
2940,3347
2941,3345
2942,3348
2943,3350
2944,3349
2945,3354
2946,3355
2947,3353
2948,3359
2949,3358
2950,3361
2951,3363
2952,3363
2953,3367
2954,3370
2955,3366
2956,3368
2957,3370
2958,3371
2959,3371
2960,3374
2961,3375
2962,3375
2963,3378
2964,3379
2965,3378
2966,3379
2967,3383
2968,3386
2969,3385
2970,3386
2971,3387
2972,3389
2973,3388
2974,3390
2975,3390
2976,3392
2977,3393
2978,3394
2979,3397
2980,3397
2981,3399
2982,3399
2983,3401
2984,3402
2985,3403
2986,3405
2987,3403
2988,3403
2989,3406
2990,3409
2991,3411
2992,3408
2993,3412
2994,3412
2995,3413
2996,3413
2997,3415
2998,3417
2999,3419
3000,3417
3001,3422
3002,3420
3003,3420
3004,3424
3005,3424
3006,3425
3007,3425
3008,3429
3009,3427
3010,3431
3011,3433
3012,3434
3013,3434
3014,3437
3015,3437
3016,3438
3017,3442
3018,3438
3019,3443
3020,3442
3021,3445
3022,3443
3023,3446
3024,3451
3025,3449
3026,3450
3027,3453
3028,3455
3029,3456
3030,3461
3031,3457
3032,3460
3033,3466
3034,3463
3035,3467
3036,3468
3037,3469
3038,3473
3039,3474
3040,3476
3041,3478
3042,3478
3043,3483
3044,3486
3045,3483
3046,3486
3047,3488
3048,3490
3049,3490
3050,3493
3051,3494
3052,3494
3053,3496
3054,3500
3055,3500
3056,3504
3057,3505
3058,3505
3059,3509
3060,3509
3061,3510
3062,3509
3063,3505
3064,3506
3065,3508
3066,3512
3067,3510
3068,3507
3069,3509
3070,3510
3071,3511
3072,3510
3073,3510
3074,3511
3075,3513
3076,3515
3077,3510
3078,3514
3079,3516
3080,3515
3081,3515
3082,3516
3083,3518
3084,3516
3085,3519
3086,3525
3087,3524
3088,3523
3089,3523
3090,3525
3091,3527
3092,3530
3093,3529
3094,3530
3095,3531
3096,3533
3097,3534
3098,3534
3099,3539
3100,3536
3101,3536
3102,3539
3103,3543
3104,3541
3105,3543
3106,3545
3107,3546
3108,3546
3109,3547
3110,3547
3111,3551
3112,3552
3113,3551
3114,3553
3115,3555
3116,3553
3117,3557
3118,3556
3119,3557
3120,3556
3121,3561
3122,3562
3123,3565
3124,3564
3125,3567
3126,3567
3127,3561
3128,3569
3129,3570
3130,3572
3131,3568
3132,3573
3133,3575
3134,3573
3135,3576
3136,3577
3137,3577
3138,3580
3139,3579
3140,3581
3141,3580
3142,3582
3143,3588
3144,3586
3145,3588
3146,3591
3147,3589
3148,3590
3149,3593
3150,3595
3151,3592
3152,3591
3153,3595
3154,3595
3155,3598
3156,3597
3157,3597
3158,3598
3159,3601
3160,3601
3161,3599
3162,3605
3163,3604
3164,3605
3165,3609
3166,3606
3167,3610
3168,3611
3169,3611
3170,3612
3171,3612
3172,3614
3173,3616
3174,3615
3175,3615
3176,3619
3177,3620
3178,3617
3179,3621
3180,3620
3181,3620
3182,3624
3183,3625
3184,3625
3185,3626
3186,3630
3187,3629
3188,3629
3189,3630
3190,3632
3191,3634
3192,3636
3193,3636
3194,3638
3195,3639
3196,3641
3197,3642
3198,3644
3199,3643
3200,3645
3201,3644
3202,3647
3203,3649
3204,3649
3205,3650
3206,3650
3207,3656
3208,3655
3209,3657
3210,3658
3211,3659
3212,3658
3213,3661
3214,3660
3215,3665
3216,3663
3217,3665
3218,3669
3219,3667
3220,3669
3221,3672
3222,3670
3223,3675
3224,3674
3225,3674
3226,3675
3227,3677
3228,3677
3229,3679
3230,3680
3231,3679
3232,3684
3233,3684
3234,3687
3235,3688
3236,3689
3237,3688
3238,3689
3239,3692
3240,3692
3241,3696
3242,3694
3243,3698
3244,3698
3245,3696
3246,3701
3247,3702
3248,3703
3249,3701
3250,3697
3251,3701
3252,3702
3253,3702
3254,3700
3255,3700
3256,3699
3257,3702
3258,3704
3259,3704
3260,3701
3261,3703
3262,3704
3263,3704
3264,3708
3265,3708
3266,3705
3267,3707
3268,3711
3269,3707
3270,3710
3271,3712
3272,3717
3273,3716
3274,3719
3275,3717
3276,3722
3277,3721
3278,3724
3279,3727
3280,3728
3281,3727
3282,3728
3283,3731
3284,3733
3285,3736
3286,3736
3287,3740
3288,3737
3289,3739
3290,3745
3291,3746
3292,3745
3293,3747
3294,3751
3295,3749
3296,3753
3297,3755
3298,3756
3299,3757
3300,3756
3301,3763
3302,3759
3303,3757
3304,3759
3305,3762
3306,3764
3307,3766
3308,3769
3309,3764
3310,3770
3311,3769
3312,3771
3313,3771
3314,3772
3315,3773
3316,3771
3317,3776
3318,3779
3319,3780
3320,3779
3321,3781
3322,3780
3323,3781
3324,3785
3325,3784
3326,3786
3327,3786
3328,3790
3329,3787
3330,3790
3331,3791
3332,3793
3333,3795
3334,3793
3335,3792
3336,3794
3337,3797
3338,3798
3339,3801
3340,3802
3341,3801
3342,3800
3343,3804
3344,3804
3345,3805
3346,3806
3347,3805
3348,3810
3349,3808
3350,3814
3351,3814
3352,3813
3353,3814
3354,3815
3355,3816
3356,3823
3357,3822
3358,3822
3359,3823
3360,3823
3361,3824
3362,3824
3363,3825
3364,3829
3365,3830
3366,3829
3367,3833
3368,3835
3369,3837
3370,3838
3371,3839
3372,3839
3373,3840
3374,3842
3375,3844
3376,3850
3377,3846
3378,3849
3379,3850
3380,3853
3381,3854
3382,3855
3383,3860
3384,3861
3385,3860
3386,3866
3387,3866
3388,3867
3389,3867
3390,3869
3391,3871
3392,3871
3393,3876
3394,3874
3395,3877
3396,3879
3397,3881
3398,3881
3399,3882
3400,3887
3401,3887
3402,3888
3403,3888
3404,3891
3405,3890
3406,3891
3407,3889
3408,3891
3409,3889
3410,3888
3411,3889
3412,3890
3413,3885
3414,3889
3415,3891
3416,3892
3417,3889
3418,3893
3419,3894
3420,3893
3421,3893
3422,3893
3423,3892
3424,3895
3425,3896
3426,3894
3427,3900
3428,3897
3429,3898
3430,3901
3431,3902
3432,3902
3433,3907
3434,3908
3435,3908
3436,3907
3437,3910
3438,3909
3439,3910
3440,3910
3441,3913
3442,3913
3443,3918
3444,3914
3445,3917
3446,3916
3447,3921
3448,3921
3449,3922
3450,3921
3451,3924
3452,3926
3453,3926
3454,3927
3455,3929
3456,3929
3457,3931
3458,3932
3459,3931
3460,3932
3461,3932
3462,3936
3463,3937
3464,3935
3465,3936
3466,3943
3467,3940
3468,3941
3469,3942
3470,3944
3471,3945
3472,3944
3473,3945
3474,3949
3475,3949
3476,3954
3477,3951
3478,3952
3479,3957
3480,3956
3481,3957
3482,3958
3483,3959
3484,3962
3485,3962
3486,3962
3487,3966
3488,3964
3489,3967
3490,3967
3491,3969
3492,3969
3493,3971
3494,3972
3495,3971
3496,3973
3497,3975
3498,3978
3499,3978
3500,3978
3501,3976
3502,3981
3503,3981
3504,3979
3505,3984
3506,3982
3507,3985
3508,3985
3509,3988
3510,3989
3511,3991
3512,3992
3513,3993
3514,3989
3515,3992
3516,3995
3517,3997
3518,3997
3519,3997
3520,3997
3521,4000
3522,3998
3523,4004
3524,4002
3525,4008
3526,4005
3527,4007
3528,4008
3529,4010
3530,4007
3531,4011
3532,4014
3533,4014
3534,4019
3535,4020
3536,4016
3537,4020
3538,4019
3539,4022
3540,4024
3541,4023
3542,4026
3543,4030
3544,4027
3545,4028
3546,4031
3547,4031
3548,4032
3549,4034
3550,4037
3551,4038
3552,4037
3553,4038
3554,4038
3555,4043
3556,4044
3557,4047
3558,4046
3559,4047
3560,4047
3561,4049
3562,4051
3563,4056
3564,4056
3565,4056
3566,4054
3567,4054
3568,4055
3569,4058
3570,4058
3571,4058
3572,4061
3573,4059
3574,4063
3575,4063
3576,4066
3577,4066
3578,4070
3579,4067
3580,4069
3581,4075
3582,4073
3583,4072
3584,4078
3585,4074
3586,4080
3587,4080
3588,4080
3589,4080
3590,4079
3591,4080
3592,4082
3593,4078
3594,4083
3595,4080
3596,4081
3597,4078
3598,4083
3599,4081
3600,4082
3601,4082
3602,4081
3603,4083
3604,4085
3605,4083
3606,4083
3607,4084
3608,4084
3609,4086
3610,4089
3611,4088
3612,4092
3613,4095
3614,4094
3615,4097
3616,4098
3617,4096
3618,4100
3619,4103
3620,4102
3621,4105
3622,4107
3623,4104
3624,4109
3625,4107
3626,4112
3627,4112
3628,4112
3629,4115
3630,4117
3631,4119
3632,4118
3633,4121
3634,4120
3635,4125
3636,4126
3637,4126
3638,4129
3639,4131
3640,4128
3641,4131
3642,4135
3643,4133
3644,4136
3645,4135
3646,4141
3647,4140
3648,4143
3649,4144
3650,4143
3651,4146
3652,4148
3653,4147
3654,4149
3655,4151
3656,4150
3657,4153
3658,4152
3659,4153
3660,4159
3661,4161
3662,4161
3663,4160
3664,4164
3665,4165
3666,4162
3667,4164
3668,4166
3669,4168
3670,4168
3671,4169
3672,4175
3673,4172
3674,4175
3675,4176
3676,4175
3677,4177
3678,4178
3679,4178
3680,4179
3681,4180
3682,4183
3683,4182
3684,4187
3685,4185
3686,4188
3687,4191
3688,4187
3689,4190
3690,4193
3691,4192
3692,4194
3693,4195
3694,4194
3695,4199
3696,4197
3697,4201
3698,4200
3699,4204
3700,4207
3701,4207
3702,4206
3703,4212
3704,4208
3705,4211
3706,4213
3707,4214
3708,4217
3709,4218
3710,4217
3711,4219
3712,4221
3713,4222
3714,4223
3715,4227
3716,4229
3717,4229
3718,4231
3719,4232
3720,4238
3721,4235
3722,4236
3723,4240
3724,4243
3725,4241
3726,4248
3727,4245
3728,4245
3729,4249
3730,4255
3731,4251
3732,4256
3733,4256
3734,4258
3735,4256
3736,4261
3737,4260
3738,4264
3739,4263
3740,4268
3741,4266
3742,4267
3743,4270
3744,4271
3745,4272
3746,4270
3747,4272
3748,4272
3749,4273
3750,4270
3751,4273
3752,4269
3753,4271
3754,4270
3755,4269
3756,4271
3757,4270
3758,4274
3759,4273
3760,4275
3761,4275
3762,4275
3763,4275
3764,4276
3765,4277
3766,4278
3767,4281
3768,4279
3769,4284
3770,4284
3771,4283
3772,4288
3773,4287
3774,4289
3775,4289
3776,4293
3777,4289
3778,4295
3779,4293
3780,4294
3781,4293
3782,4297
3783,4299
3784,4301
3785,4300
3786,4300
3787,4299
3788,4301
3789,4301
3790,4303
3791,4305
3792,4307
3793,4305
3794,4313
3795,4308
3796,4309
3797,4313
3798,4314
3799,4312
3800,4313
3801,4319
3802,4318
3803,4317
3804,4322
3805,4323
3806,4321
3807,4326
3808,4325
3809,4330
3810,4328
3811,4327
3812,4327
3813,4331
3814,4334
3815,4333
3816,4332
3817,4334
3818,4339
3819,4338
3820,4338
3821,4343
3822,4341
3823,4343
3824,4342
3825,4342
3826,4346
3827,4349
3828,4349
3829,4347
3830,4349
3831,4352
3832,4351
3833,4352
3834,4354
3835,4353
3836,4356
3837,4356
3838,4355
3839,4362
3840,4361
3841,4361
3842,4361
3843,4361
3844,4365
3845,4364
3846,4364
3847,4367
3848,4369
3849,4370
3850,4371
3851,4370
3852,4370
3853,4373
3854,4375
3855,4375
3856,4381
3857,4374
3858,4379
3859,4378
3860,4382
3861,4382
3862,4384
3863,4383
3864,4385
3865,4386
3866,4388
3867,4390
3868,4391
3869,4389
3870,4392
3871,4390
3872,4395
3873,4395
3874,4395
3875,4397
3876,4401
3877,4399
3878,4402
3879,4406
3880,4405
3881,4402
3882,4407
3883,4407
3884,4410
3885,4408
3886,4411
3887,4416
3888,4410
3889,4410
3890,4413
3891,4418
3892,4416
3893,4417
3894,4419
3895,4421
3896,4424
3897,4423
3898,4423
3899,4424
3900,4429
3901,4427
3902,4431
3903,4429
3904,4431
3905,4436
3906,4433
3907,4434
3908,4438
3909,4434
3910,4439
3911,4436
3912,4438
3913,4440
3914,4443
3915,4445
3916,4446
3917,4445
3918,4447
3919,4449
3920,4451
3921,4452
3922,4455
3923,4452
3924,4455
3925,4458
3926,4457
3927,4456
3928,4460
3929,4456
3930,4459
3931,4459
3932,4459
3933,4457
3934,4456
3935,4457
3936,4457
3937,4453
3938,4456
3939,4458
3940,4459
3941,4461
3942,4459
3943,4462
3944,4462
3945,4459
3946,4460
3947,4466
3948,4467
3949,4466
3950,4468
3951,4471
3952,4470
3953,4469
3954,4472
3955,4475
3956,4476
3957,4477
3958,4479
3959,4481
3960,4479
3961,4482
3962,4486
3963,4487
3964,4488
3965,4490
3966,4495
3967,4493
3968,4494
3969,4496
3970,4496
3971,4499
3972,4501
3973,4501
3974,4502
3975,4503
3976,4506
3977,4506
3978,4509
3979,4511
3980,4511
3981,4511
3982,4513
3983,4517
3984,4518
3985,4517
3986,4517
3987,4521
3988,4522
3989,4522
3990,4522
3991,4525
3992,4527
3993,4529
3994,4529
3995,4531
3996,4533
3997,4534
3998,4533
3999,4534
4000,4535
4001,4536
4002,4537
4003,4539
4004,4540
4005,4538
4006,4543
4007,4546
4008,4544
4009,4547
4010,4550
4011,4548
4012,4549
4013,4553
4014,4550
4015,4556
4016,4560
4017,4554
4018,4556
4019,4558
4020,4558
4021,4560
4022,4565
4023,4562
4024,4563
4025,4564
4026,4566
4027,4568
4028,4569
4029,4569
4030,4575
4031,4574
4032,4574
4033,4573
4034,4577
4035,4578
4036,4579
4037,4581
4038,4581
4039,4585
4040,4584
4041,4582
4042,4586
4043,4589
4044,4587
4045,4591
4046,4589
4047,4593
4048,4597
4049,4595
4050,4598
4051,4601
4052,4600
4053,4602
4054,4605
4055,4604
4056,4606
4057,4608
4058,4613
4059,4613
4060,4614
4061,4617
4062,4617
4063,4618
4064,4618
4065,4621
4066,4625
4067,4627
4068,4628
4069,4629
4070,4630
4071,4628
4072,4634
4073,4634
4074,4636
4075,4640
4076,4643
4077,4641
4078,4641
4079,4643
4080,4645
4081,4648
4082,4647
4083,4649
4084,4650
4085,4650
4086,4649
4087,4652
4088,4651
4089,4649
4090,4651
4091,4648
4092,4649
4093,4652
4094,4649
4095,4651
4096,4652
4097,4651
4098,4653
4099,4653
4100,4653
4101,4653
4102,4655
4103,4657
4104,4657
4105,4657
4106,4656
4107,4659
4108,4658
4109,4661
4110,4661
4111,4662
4112,4665
4113,4664
4114,4664
4115,4669
4116,4670
4117,4670
4118,4671
4119,4671
4120,4672
4121,4676
4122,4677
4123,4675
4124,4679
4125,4679
4126,4679
4127,4683
4128,4680
4129,4684
4130,4684
4131,4683
4132,4686
4133,4686
4134,4686
4135,4688
4136,4692
4137,4692
4138,4688
4139,4698
4140,4695
4141,4695
4142,4698
4143,4698
4144,4702
4145,4703
4146,4700
4147,4702
4148,4704
4149,4704
4150,4704
4151,4706
4152,4711
4153,4712
4154,4713
4155,4711
4156,4713
4157,4712
4158,4715
4159,4718
4160,4716
4161,4720
4162,4717
4163,4722
4164,4721
4165,4722
4166,4727
4167,4727
4168,4725
4169,4730
4170,4726
4171,4731
4172,4731
4173,4729
4174,4732
4175,4733
4176,4733
4177,4735
4178,4736
4179,4738
4180,4737
4181,4740
4182,4741
4183,4742
4184,4742
4185,4745
4186,4744
4187,4746
4188,4747
4189,4747
4190,4748
4191,4748
4192,4750
4193,4750
4194,4752
4195,4755
4196,4755
4197,4756
4198,4759
4199,4759
4200,4758
4201,4756
4202,4761
4203,4760
4204,4762
4205,4767
4206,4764
4207,4763
4208,4766
4209,4769
4210,4769
4211,4770
4212,4770
4213,4773
4214,4776
4215,4775
4216,4778
4217,4781
4218,4779
4219,4779
4220,4779
4221,4782
4222,4784
4223,4786
4224,4784
4225,4789
4226,4788
4227,4788
4228,4791
4229,4795
4230,4795
4231,4795
4232,4795
4233,4799
4234,4800
4235,4800
4236,4801
4237,4801
4238,4804
4239,4802
4240,4806
4241,4806
4242,4809
4243,4810
4244,4809
4245,4813
4246,4813
4247,4815
4248,4815
4249,4813
4250,4818
4251,4817
4252,4822
4253,4819
4254,4820
4255,4823
4256,4825
4257,4825
4258,4828
4259,4829
4260,4831
4261,4834
4262,4832
4263,4833
4264,4833
4265,4835
4266,4836
4267,4840
4268,4840
4269,4840
4270,4841
4271,4840
4272,4842
4273,4841
4274,4845
4275,4842
4276,4845
4277,4844
4278,4842
4279,4840
4280,4840
4281,4842
4282,4844
4283,4844
4284,4845
4285,4845
4286,4846
4287,4845
4288,4847
4289,4847
4290,4848
4291,4851
4292,4851
4293,4851
4294,4854
4295,4853
4296,4856
4297,4856
4298,4861
4299,4861
4300,4864
4301,4861
4302,4866
4303,4865
4304,4869
4305,4869
4306,4873
4307,4875
4308,4875
4309,4878
4310,4881
4311,4880
4312,4885
4313,4882
4314,4887
4315,4887
4316,4888
4317,4893
4318,4893
4319,4892
4320,4892
4321,4896
4322,4895
4323,4896
4324,4896
4325,4901
4326,4900
4327,4903
4328,4903
4329,4904
4330,4904
4331,4910
4332,4907
4333,4910
4334,4912
4335,4912
4336,4916
4337,4914
4338,4917
4339,4918
4340,4919
4341,4920
4342,4918
4343,4922
4344,4924
4345,4924
4346,4924
4347,4925
4348,4922
4349,4925
4350,4925
4351,4930
4352,4931
4353,4932
4354,4930
4355,4932
4356,4935
4357,4936
4358,4936
4359,4935
4360,4934
4361,4939
4362,4941
4363,4940
4364,4941
4365,4942
4366,4943
4367,4945
4368,4946
4369,4946
4370,4948
4371,4946
4372,4950
4373,4951
4374,4952
4375,4951
4376,4955
4377,4956
4378,4955
4379,4958
4380,4959
4381,4960
4382,4960
4383,4963
4384,4965
4385,4965
4386,4967
4387,4968
4388,4969
4389,4972
4390,4970
4391,4973
4392,4977
4393,4975
4394,4976
4395,4980
4396,4983
4397,4981
4398,4983
4399,4983
4400,4987
4401,4988
4402,4992
4403,4992
4404,4994
4405,4994
4406,4995
4407,4999
4408,4999
4409,5004
4410,5002
4411,5005
4412,5006
4413,5008
4414,5012
4415,5011
4416,5012
4417,5016
4418,5016
4419,5017
4420,5020
4421,5018
4422,5022
4423,5023
4424,5023
4425,5029
4426,5027
4427,5030
4428,5028
4429,5028
4430,5031
4431,5030
4432,5028
4433,5028
4434,5030
4435,5031
4436,5031
4437,5030
4438,5031
4439,5031
4440,5030
4441,5033
4442,5031
4443,5036
4444,5030
4445,5034
4446,5035
4447,5033
4448,5037
4449,5038
4450,5036
4451,5039
4452,5040
4453,5039
4454,5042
4455,5043
4456,5043
4457,5045
4458,5047
4459,5050
4460,5046
4461,5052
4462,5051
4463,5055
4464,5052
4465,5054
4466,5054
4467,5054
4468,5054
4469,5057
4470,5058
4471,5062
4472,5060
4473,5063
4474,5062
4475,5065
4476,5065
4477,5064
4478,5070
4479,5068
4480,5068
4481,5070
4482,5071
4483,5072
4484,5074
4485,5075
4486,5079
4487,5077
4488,5079
4489,5078
4490,5080
4491,5085
4492,5082
4493,5086
4494,5085
4495,5085
4496,5087
4497,5088
4498,5091
4499,5091
4500,5093
4501,5092
4502,5095
4503,5093
4504,5096
4505,5099
4506,5097
4507,5100
4508,5099
4509,5100
4510,5103
4511,5103
4512,5105
4513,5108
4514,5108
4515,5108
4516,5111
4517,5109
4518,5112
4519,5114
4520,5114
4521,5115
4522,5119
4523,5117
4524,5121
4525,5121
4526,5124
4527,5124
4528,5124
4529,5123
4530,5126
4531,5123
4532,5128
4533,5130
4534,5129
4535,5129
4536,5130
4537,5132
4538,5132
4539,5130
4540,5137
4541,5136
4542,5136
4543,5139
4544,5143
4545,5144
4546,5138
4547,5145
4548,5143
4549,5146
4550,5150
4551,5145
4552,5150
4553,5153
4554,5151
4555,5153
4556,5153
4557,5157
4558,5158
4559,5160
4560,5160
4561,5160
4562,5162
4563,5164
4564,5164
4565,5164
4566,5166
4567,5167
4568,5169
4569,5172
4570,5172
4571,5174
4572,5175
4573,5175
4574,5178
4575,5179
4576,5179
4577,5182
4578,5183
4579,5186
4580,5189
4581,5189
4582,5189
4583,5190
4584,5190
4585,5191
4586,5193
4587,5192
4588,5194
4589,5197
4590,5198
4591,5199
4592,5198
4593,5203
4594,5201
4595,5201
4596,5204
4597,5211
4598,5205
4599,5210
4600,5207
4601,5212
4602,5211
4603,5214
4604,5211
4605,5214
4606,5219
4607,5217
4608,5218
4609,5221
4610,5225
4611,5224
4612,5227
4613,5225
4614,5227
4615,5228
4616,5226
4617,5226
4618,5224
4619,5226
4620,5224
4621,5224
4622,5228
4623,5229
4624,5230
4625,5226
4626,5226
4627,5224
4628,5227
4629,5231
4630,5229
4631,5232
4632,5232
4633,5235
4634,5234
4635,5236
4636,5239
4637,5240
4638,5242
4639,5244
4640,5242
4641,5245
4642,5246
4643,5250
4644,5250
4645,5248
4646,5250
4647,5252
4648,5258
4649,5257
4650,5259
4651,5262
4652,5259
4653,5261
4654,5264
4655,5266
4656,5268
4657,5267
4658,5271
4659,5273
4660,5272
4661,5276
4662,5276
4663,5278
4664,5281
4665,5283
4666,5284
4667,5284
4668,5282
4669,5286
4670,5288
4671,5287
4672,5290
4673,5291
4674,5294
4675,5295
4676,5295
4677,5295
4678,5298
4679,5300
4680,5300
4681,5300
4682,5303
4683,5303
4684,5304
4685,5306
4686,5306
4687,5311
4688,5312
4689,5309
4690,5312
4691,5311
4692,5309
4693,5317
4694,5316
4695,5318
4696,5318
4697,5320
4698,5321
4699,5323
4700,5323
4701,5321
4702,5324
4703,5325
4704,5329
4705,5329
4706,5328
4707,5327
4708,5333
4709,5332
4710,5334
4711,5339
4712,5339
4713,5340
4714,5336
4715,5338
4716,5341
4717,5338
4718,5342
4719,5341
4720,5344
4721,5343
4722,5346
4723,5350
4724,5348
4725,5349
4726,5354
4727,5354
4728,5357
4729,5355
4730,5356
4731,5360
4732,5360
4733,5362
4734,5367
4735,5364
4736,5368
4737,5370
4738,5370
4739,5369
4740,5375
4741,5372
4742,5377
4743,5378
4744,5382
4745,5381
4746,5385
4747,5385
4748,5384
4749,5389
4750,5391
4751,5391
4752,5395
4753,5396
4754,5397
4755,5396
4756,5400
4757,5405
4758,5403
4759,5403
4760,5407
4761,5411
4762,5410
4763,5411
4764,5413
4765,5413
4766,5414
4767,5418
4768,5416
4769,5419
4770,5421
4771,5422
4772,5419
4773,5420
4774,5420
4775,5419
4776,5421
4777,5418
4778,5420
4779,5418
4780,5419
4781,5419
4782,5418
4783,5423
4784,5421
4785,5424
4786,5424
4787,5425
4788,5426
4789,5427
4790,5428
4791,5427
4792,5431
4793,5431
4794,5430
4795,5431
4796,5437
4797,5435
4798,5436
4799,5440
4800,5439
4801,5441
4802,5440
4803,5443
4804,5443
4805,5441
4806,5444
4807,5445
4808,5445
4809,5446
4810,5450
4811,5451
4812,5451
4813,5451
4814,5454
4815,5454
4816,5456
4817,5458
4818,5459
4819,5461
4820,5459
4821,5463
4822,5464
4823,5464
4824,5464
4825,5466
4826,5466
4827,5470
4828,5470
4829,5471
4830,5471
4831,5472
4832,5474
4833,5475
4834,5478
4835,5476
4836,5479
4837,5479
4838,5481
4839,5482
4840,5485
4841,5485
4842,5484
4843,5488
4844,5487
4845,5487
4846,5490
4847,5491
4848,5495
4849,5494
4850,5494
4851,5497
4852,5500
4853,5499
4854,5500
4855,5501
4856,5503
4857,5504
4858,5506
4859,5506
4860,5503
4861,5507
4862,5507
4863,5509
4864,5509
4865,5513
4866,5514
4867,5514
4868,5516
4869,5514
4870,5516
4871,5518
4872,5522
4873,5522
4874,5523
4875,5522
4876,5522
4877,5527
4878,5525
4879,5525
4880,5530
4881,5530
4882,5531
4883,5529
4884,5533
4885,5534
4886,5532
4887,5535
4888,5538
4889,5539
4890,5539
4891,5544
4892,5541
4893,5544
4894,5545
4895,5545
4896,5548
4897,5550
4898,5550
4899,5552
4900,5555
4901,5550
4902,5555
4903,5556
4904,5558
4905,5559
4906,5562
4907,5561
4908,5565
4909,5564
4910,5561
4911,5565
4912,5565
4913,5566
4914,5572
4915,5572
4916,5572
4917,5574
4918,5575
4919,5577
4920,5579
4921,5580
4922,5577
4923,5584
4924,5581
4925,5584
4926,5583
4927,5587
4928,5586
4929,5586
4930,5588
4931,5586
4932,5591
4933,5589
4934,5593
4935,5592
4936,5595
4937,5594
4938,5598
4939,5597
4940,5598
4941,5601
4942,5605
4943,5602
4944,5604
4945,5606
4946,5605
4947,5609
4948,5609
4949,5606
4950,5610
4951,5612
4952,5610
4953,5608
4954,5613
4955,5611
4956,5611
4957,5612
4958,5609
4959,5610
4960,5612
4961,5613
4962,5614
4963,5611
4964,5614
4965,5615
4966,5615
4967,5616
4968,5613
4969,5617
4970,5616
4971,5620
4972,5619
4973,5620
4974,5621
4975,5623
4976,5625
4977,5628
4978,5629
