mag,encoder
812,904
813,908
814,906
815,912
816,910
817,911
818,913
819,915
820,914
821,917
822,919
823,918
824,922
825,920
826,922
827,922
828,924
829,927
830,931
831,929
832,930
833,932
834,932
835,933
836,935
837,936
838,936
839,939
840,940
841,941
842,942
843,942
844,946
845,946
846,948
847,949
848,953
849,953
850,952
851,954
852,954
853,955
854,958
855,961
856,956
857,961
858,959
859,959
860,959
861,960
862,959
863,958
864,959
865,961
866,962
867,959
868,960
869,957
870,962
871,959
872,963
873,962
874,963
875,966
876,965
877,970
878,968
879,969
880,971
881,976
882,973
883,976
884,976
885,979
886,979
887,982
888,983
889,983
890,988
891,986
892,989
893,990
894,993
895,992
896,995
897,996
898,998
899,1001
900,1001
901,999
902,1004
903,1006
904,1009
905,1008
906,1011
907,1013
908,1015
909,1018
910,1014
911,1018
912,1018
913,1019
914,1018
915,1021
916,1025
917,1023
918,1023
919,1027
920,1026
921,1031
922,1030
923,1033
924,1033
925,1034
926,1034
927,1038
928,1040
929,1036
930,1039
931,1041
932,1044
933,1042
934,1043
935,1045
936,1049
937,1047
938,1048
939,1051
940,1052
941,1051
942,1053
943,1053
944,1057
945,1055
946,1056
947,1059
948,1058
949,1062
950,1065
951,1066
952,1065
953,1065
954,1066
955,1067
956,1067
957,1070
958,1069
959,1071
960,1073
961,1075
962,1078
963,1078
964,1078
965,1079
966,1082
967,1082
968,1085
969,1086
970,1084
971,1087
972,1091
973,1092
974,1090
975,1095
976,1094
977,1096
978,1098
979,1099
980,1103
981,1103
982,1104
983,1108
984,1108
985,1111
986,1112
987,1115
988,1116
989,1118
990,1118
991,1119
992,1122
993,1124
994,1127
995,1127
996,1130
997,1129
998,1133
999,1134
1000,1135
1001,1138
1002,1139
1003,1141
1004,1146
1005,1143
1006,1145
1007,1148
1008,1151
1009,1151
1010,1153
1011,1155
1012,1157
1013,1156
1014,1155
1015,1155
1016,1156
1017,1155
1018,1155
1019,1154
1020,1152
1021,1154
1022,1154
1023,1155
1024,1156
1025,1155
1026,1157
1027,1156
1028,1161
1029,1156
1030,1161
1031,1160
1032,1161
1033,1162
1034,1161
1035,1162
1036,1162
1037,1164
1038,1169
1039,1168
1040,1168
1041,1174
1042,1172
1043,1175
1044,1177
1045,1175
1046,1177
1047,1178
1048,1177
1049,1180
1050,1177
1051,1181
1052,1183
1053,1186
1054,1184
1055,1186
1056,1187
1057,1188
1058,1189
1059,1191
1060,1194
1061,1192
1062,1194
1063,1194
1064,1196
1065,1199
1066,1198
1067,1201
1068,1202
1069,1206
1070,1205
1071,1204
1072,1206
1073,1206
1074,1211
1075,1210
1076,1214
1077,1212
1078,1212
1079,1213
1080,1215
1081,1217
1082,1216
1083,1218
1084,1219
1085,1223
1086,1223
1087,1223
1088,1227
1089,1226
1090,1227
1091,1230
1092,1230
1093,1230
1094,1233
1095,1234
1096,1236
1097,1235
1098,1236
1099,1234
1100,1239
1101,1241
1102,1240
1103,1242
1104,1241
1105,1241
1106,1245
1107,1248
1108,1248
1109,1248
1110,1248
1111,1250
1112,1249
1113,1252
1114,1252
1115,1252
1116,1254
1117,1255
1118,1256
1119,1259
1120,1260
1121,1258
1122,1263
1123,1259
1124,1262
1125,1264
1126,1265
1127,1267
1128,1270
1129,1267
1130,1270
1131,1269
1132,1272
1133,1273
1134,1274
1135,1276
1136,1276
1137,1275
1138,1278
1139,1278
1140,1281
1141,1282
1142,1282
1143,1282
1144,1287
1145,1287
1146,1289
1147,1288
1148,1291
1149,1290
1150,1292
1151,1294
1152,1294
1153,1297
1154,1297
1155,1299
1156,1299
1157,1302
1158,1298
1159,1304
1160,1307
1161,1308
1162,1309
1163,1307
1164,1308
1165,1312
1166,1312
1167,1314
1168,1315
1169,1317
1170,1317
1171,1319
1172,1319
1173,1320
1174,1322
1175,1325
1176,1323
1177,1324
1178,1326
1179,1324
1180,1329
1181,1330
1182,1328
1183,1332
1184,1331
1185,1335
1186,1334
1187,1334
1188,1338
1189,1338
1190,1340
1191,1339
1192,1342
1193,1342
1194,1346
1195,1347
1196,1346
1197,1347
1198,1348
1199,1344
1200,1349
1201,1349
1202,1349
1203,1347
1204,1347
1205,1348
1206,1349
1207,1348
1208,1349
1209,1352
1210,1350
1211,1349
1212,1352
1213,1350
1214,1353
1215,1352
1216,1353
1217,1355
1218,1355
1219,1356
1220,1357
1221,1358
1222,1360
1223,1362
1224,1364
1225,1364
1226,1365
1227,1368
1228,1371
1229,1372
1230,1369
1231,1373
1232,1374
1233,1378
1234,1377
1235,1379
1236,1381
1237,1384
1238,1386
1239,1385
1240,1387
1241,1389
1242,1392
1243,1394
1244,1394
1245,1394
1246,1395
1247,1396
1248,1401
1249,1401
1250,1404
1251,1405
1252,1407
1253,1406
1254,1409
1255,1405
1256,1411
1257,1411
1258,1412
1259,1418
1260,1415
1261,1419
1262,1422
1263,1422
1264,1420
1265,1423
1266,1424
1267,1425
1268,1424
1269,1427
1270,1429
1271,1431
1272,1432
1273,1431
1274,1433
1275,1435
1276,1434
1277,1434
1278,1436
1279,1438
1280,1441
1281,1440
1282,1444
1283,1443
1284,1444
1285,1444
1286,1447
1287,1450
1288,1447
1289,1451
1290,1451
1291,1454
1292,1453
1293,1453
1294,1456
1295,1457
1296,1457
1297,1457
1298,1458
1299,1460
1300,1460
1301,1465
1302,1465
1303,1466
1304,1468
1305,1470
1306,1468
1307,1471
1308,1473
1309,1472
1310,1475
1311,1475
1312,1478
1313,1478
1314,1479
1315,1483
1316,1483
1317,1486
1318,1485
1319,1490
1320,1488
1321,1491
1322,1492
1323,1495
1324,1493
1325,1497
1326,1499
1327,1497
1328,1502
1329,1502
1330,1505
1331,1506
1332,1509
1333,1510
1334,1512
1335,1513
1336,1514
1337,1515
1338,1517
1339,1516
1340,1517
1341,1518
1342,1519
1343,1525
1344,1524
1345,1526
1346,1530
1347,1531
1348,1535
1349,1528
1350,1535
1351,1536
1352,1540
1353,1538
1354,1539
1355,1538
1356,1542
1357,1540
1358,1543
1359,1542
1360,1544
1361,1541
1362,1539
1363,1542
1364,1543
1365,1542
1366,1541
1367,1541
1368,1541
1369,1542
1370,1543
1371,1544
1372,1547
1373,1547
1374,1546
1375,1547
1376,1547
1377,1553
1378,1549
1379,1549
1380,1550
1381,1550
1382,1554
1383,1554
1384,1558
1385,1556
1386,1561
1387,1559
1388,1560
1389,1560
1390,1560
1391,1563
1392,1565
1393,1563
1394,1566
1395,1568
1396,1568
1397,1568
1398,1570
1399,1571
1400,1571
1401,1572
1402,1573
1403,1577
1404,1577
1405,1578
1406,1581
1407,1579
1408,1581
1409,1584
1410,1586
1411,1585
1412,1585
1413,1587
1414,1588
1415,1589
1416,1590
1417,1592
1418,1595
1419,1594
1420,1594
1421,1598
1422,1597
1423,1599
1424,1600
1425,1602
1426,1601
1427,1604
1428,1605
1429,1607
1430,1608
1431,1609
1432,1610
1433,1610
1434,1616
1435,1614
1436,1615
1437,1615
1438,1618
1439,1620
1440,1620
1441,1622
1442,1621
1443,1623
1444,1624
1445,1627
1446,1627
1447,1626
1448,1629
1449,1629
1450,1633
1451,1634
1452,1634
1453,1636
1454,1636
1455,1639
1456,1641
1457,1638
1458,1641
1459,1643
1460,1641
1461,1648
1462,1647
1463,1646
1464,1646
1465,1648
1466,1649
1467,1649
1468,1650
1469,1654
1470,1653
1471,1658
1472,1656
1473,1657
1474,1658
1475,1661
1476,1662
1477,1660
1478,1665
1479,1662
1480,1666
1481,1669
1482,1667
1483,1668
1484,1671
1485,1670
1486,1673
1487,1674
1488,1674
1489,1676
1490,1681
1491,1679
1492,1684
1493,1682
1494,1684
1495,1685
1496,1685
1497,1689
1498,1688
1499,1691
1500,1688
1501,1692
1502,1693
1503,1697
1504,1697
1505,1698
1506,1700
1507,1701
1508,1703
1509,1701
1510,1703
1511,1703
1512,1706
1513,1708
1514,1709
1515,1711
1516,1712
1517,1712
1518,1711
1519,1713
1520,1714
1521,1718
1522,1716
1523,1718
1524,1720
1525,1720
1526,1723
1527,1722
1528,1725
1529,1726
1530,1730
1531,1730
1532,1729
1533,1732
1534,1731
1535,1734
1536,1735
1537,1735
1538,1738
1539,1739
1540,1740
1541,1741
1542,1741
1543,1738
1544,1740
1545,1740
1546,1740
1547,1739
1548,1739
1549,1741
1550,1740
1551,1740
1552,1740
1553,1739
1554,1739
1555,1743
1556,1743
1557,1742
1558,1746
1559,1745
1560,1747
1561,1747
1562,1748
1563,1750
1564,1752
1565,1753
1566,1756
1567,1756
1568,1756
1569,1761
1570,1761
1571,1762
1572,1765
1573,1767
1574,1765
1575,1772
1576,1770
1577,1773
1578,1772
1579,1776
1580,1775
1581,1778
1582,1781
1583,1780
1584,1781
1585,1785
1586,1784
1587,1788
1588,1789
1589,1794
1590,1792
1591,1795
1592,1797
1593,1795
1594,1797
1595,1801
1596,1801
1597,1803
1598,1803
1599,1802
1600,1806
1601,1808
1602,1811
1603,1810
1604,1809
1605,1814
1606,1814
1607,1816
1608,1817
1609,1818
1610,1818
1611,1820
1612,1820
1613,1825
1614,1825
1615,1828
1616,1827
1617,1828
1618,1829
1619,1831
1620,1832
1621,1833
1622,1833
1623,1835
1624,1833
1625,1838
1626,1839
1627,1839
1628,1841
1629,1839
1630,1843
1631,1843
1632,1844
1633,1846
1634,1847
1635,1848
1636,1849
1637,1849
1638,1853
1639,1854
1640,1852
1641,1852
1642,1858
1643,1858
1644,1855
1645,1858
1646,1860
1647,1864
1648,1864
1649,1865
1650,1866
1651,1868
1652,1871
1653,1871
1654,1870
1655,1875
1656,1875
1657,1875
1658,1876
1659,1879
1660,1881
1661,1883
1662,1884
1663,1884
1664,1885
1665,1887
1666,1888
1667,1890
1668,1893
1669,1894
1670,1895
1671,1897
1672,1897
1673,1901
1674,1904
1675,1907
1676,1906
1677,1906
1678,1909
1679,1915
1680,1915
1681,1915
1682,1918
1683,1919
1684,1918
1685,1922
1686,1923
1687,1926
1688,1925
1689,1929
1690,1928
1691,1930
1692,1934
1693,1935
1694,1934
1695,1936
1696,1938
1697,1938
1698,1940
1699,1940
1700,1943
1701,1938
1702,1940
1703,1941
1704,1938
1705,1939
1706,1939
1707,1941
1708,1942
1709,1940
1710,1938
1711,1944
1712,1943
1713,1945
1714,1945
1715,1945
1716,1944
1717,1949
1718,1948
1719,1949
1720,1950
1721,1949
1722,1950
1723,1956
1724,1954
1725,1957
1726,1957
1727,1960
1728,1961
1729,1960
1730,1963
1731,1966
1732,1964
1733,1967
1734,1968
1735,1966
1736,1970
1737,1969
1738,1973
1739,1970
1740,1971
1741,1975
1742,1977
1743,1979
1744,1979
1745,1981
1746,1982
1747,1981
1748,1986
1749,1983
1750,1987
1751,1989
1752,1989
1753,1987
1754,1990
1755,1993
1756,1996
1757,1991
1758,1994
1759,1998
1760,1996
1761,1997
1762,1997
1763,1999
1764,2003
1765,2002
1766,2004
1767,2002
1768,2003
1769,2007
1770,2009
1771,2009
1772,2010
1773,2010
1774,2014
1775,2012
1776,2015
1777,2016
1778,2016
1779,2021
1780,2022
1781,2023
1782,2022
1783,2024
1784,2024
1785,2026
1786,2025
1787,2024
1788,2029
1789,2027
1790,2031
1791,2031
1792,2031
1793,2033
1794,2031
1795,2034
1796,2033
1797,2036
1798,2038
1799,2038
1800,2039
1801,2041
1802,2040
1803,2043
1804,2044
1805,2045
1806,2046
1807,2046
1808,2049
1809,2047
1810,2050
1811,2050
1812,2052
1813,2054
1814,2052
1815,2056
1816,2058
1817,2057
1818,2058
1819,2059
1820,2059
1821,2064
1822,2060
1823,2065
1824,2066
1825,2065
1826,2071
1827,2069
1828,2071
1829,2072
1830,2071
1831,2076
1832,2073
1833,2075
1834,2078
1835,2081
1836,2082
1837,2081
1838,2083
1839,2081
1840,2088
1841,2086
1842,2086
1843,2091
1844,2088
1845,2088
1846,2093
1847,2089
1848,2094
1849,2095
1850,2098
1851,2098
1852,2098
1853,2097
1854,2103
1855,2100
1856,2105
1857,2105
1858,2106
1859,2106
1860,2111
1861,2111
1862,2113
1863,2113
1864,2113
1865,2117
1866,2116
1867,2117
1868,2122
1869,2121
1870,2122
1871,2124
1872,2125
1873,2128
1874,2127
1875,2128
1876,2132
1877,2129
1878,2135
1879,2133
1880,2136
1881,2136
1882,2135
1883,2137
1884,2129
1885,2132
1886,2135
1887,2134
1888,2134
1889,2133
1890,2133
1891,2135
1892,2136
1893,2133
1894,2137
1895,2135
1896,2139
1897,2138
1898,2137
1899,2139
1900,2142
1901,2146
1902,2145
1903,2146
1904,2148
1905,2149
1906,2152
1907,2153
1908,2156
1909,2158
1910,2158
1911,2159
1912,2160
1913,2164
1914,2165
1915,2169
1916,2167
1917,2167
1918,2170
1919,2171
1920,2176
1921,2174
1922,2176
1923,2179
1924,2184
1925,2184
1926,2180
1927,2186
1928,2187
1929,2187
1930,2193
1931,2191
1932,2193
1933,2193
1934,2194
1935,2195
1936,2197
1937,2200
1938,2197
1939,2201
1940,2201
1941,2203
1942,2204
1943,2205
1944,2205
1945,2206
1946,2210
1947,2209
1948,2210
1949,2213
1950,2215
1951,2214
1952,2215
1953,2218
1954,2215
1955,2219
1956,2223
1957,2217
1958,2221
1959,2221
1960,2225
1961,2225
1962,2225
1963,2228
1964,2228
1965,2229
1966,2233
1967,2233
1968,2234
1969,2233
1970,2237
1971,2236
1972,2236
1973,2239
1974,2239
1975,2239
1976,2243
1977,2246
1978,2245
1979,2245
1980,2246
1981,2248
1982,2248
1983,2253
1984,2254
1985,2254
1986,2254
1987,2254
1988,2257
1989,2259
1990,2260
1991,2262
1992,2262
1993,2264
1994,2264
1995,2268
1996,2270
1997,2268
1998,2271
1999,2271
2000,2271
2001,2275
2002,2276
2003,2280
2004,2283
2005,2283
2006,2285
2007,2287
2008,2286
2009,2287
2010,2287
2011,2292
2012,2294
2013,2295
2014,2297
2015,2298
2016,2300
2017,2302
2018,2306
2019,2307
2020,2309
2021,2312
2022,2313
2023,2312
2024,2316
2025,2318
2026,2318
2027,2323
2028,2323
2029,2325
2030,2327
2031,2328
2032,2328
2033,2333
2034,2333
2035,2337
2036,2334
2037,2334
2038,2335
2039,2334
2040,2333
2041,2336
2042,2333
2043,2336
2044,2335
2045,2335
2046,2333
2047,2333
2048,2334
2049,2337
2050,2338
2051,2336
2052,2337
2053,2339
2054,2338
2055,2340
2056,2340
2057,2342
2058,2343
2059,2343
2060,2341
2061,2345
2062,2345
2063,2348
2064,2349
2065,2352
2066,2350
2067,2352
2068,2354
2069,2356
2070,2355
2071,2357
2072,2360
2073,2359
2074,2361
2075,2361
2076,2361
2077,2365
2078,2364
2079,2366
2080,2368
2081,2367
2082,2368
2083,2368
2084,2369
2085,2375
2086,2375
2087,2373
2088,2376
2089,2377
2090,2379
2091,2380
2092,2380
2093,2381
2094,2383
2095,2387
2096,2385
2097,2383
2098,2387
2099,2387
2100,2391
2101,2389
2102,2391
2103,2394
2104,2392
2105,2396
2106,2398
2107,2398
2108,2400
2109,2400
2110,2401
2111,2402
2112,2402
2113,2401
2114,2407
2115,2405
2116,2408
2117,2410
2118,2410
2119,2411
2120,2412
2121,2414
2122,2415
2123,2417
2124,2416
2125,2416
2126,2421
2127,2422
2128,2420
2129,2421
2130,2423
2131,2427
2132,2427
2133,2426
2134,2427
2135,2428
2136,2428
2137,2429
2138,2430
2139,2435
2140,2439
2141,2433
2142,2436
2143,2437
2144,2435
2145,2439
2146,2440
2147,2439
2148,2442
2149,2446
2150,2444
2151,2446
2152,2445
2153,2449
2154,2447
2155,2451
2156,2450
2157,2456
2158,2451
2159,2452
2160,2456
2161,2458
2162,2454
2163,2460
2164,2460
2165,2464
2166,2466
2167,2467
2168,2467
2169,2467
2170,2470
2171,2468
2172,2468
2173,2471
2174,2475
2175,2475
2176,2474
2177,2476
2178,2476
2179,2480
2180,2477
2181,2481
2182,2482
2183,2484
2184,2487
2185,2488
2186,2491
2187,2492
2188,2492
2189,2490
2190,2497
2191,2494
2192,2498
2193,2497
2194,2500
2195,2502
2196,2502
2197,2504
2198,2502
2199,2506
2200,2506
2201,2507
2202,2507
2203,2509
2204,2510
2205,2514
2206,2513
2207,2514
2208,2518
2209,2517
2210,2517
2211,2520
2212,2520
2213,2522
2214,2520
2215,2523
2216,2526
2217,2527
2218,2526
2219,2531
2220,2529
2221,2534
2222,2531
2223,2532
2224,2533
2225,2533
2226,2533
2227,2533
2228,2533
2229,2536
2230,2534
2231,2534
2232,2534
2233,2531
2234,2535
2235,2533
2236,2536
2237,2537
2238,2538
2239,2537
2240,2533
2241,2537
2242,2539
2243,2539
2244,2542
2245,2541
2246,2543
2247,2547
2248,2548
2249,2550
2250,2552
2251,2552
2252,2557
2253,2552
2254,2557
2255,2558
2256,2562
2257,2562
2258,2564
2259,2566
2260,2567
2261,2569
2262,2567
2263,2568
2264,2574
2265,2577
2266,2580
2267,2580
2268,2582
2269,2581
2270,2582
2271,2584
2272,2586
2273,2586
2274,2590
2275,2591
2276,2593
2277,2592
2278,2593
2279,2595
2280,2598
2281,2597
2282,2602
2283,2600
2284,2601
2285,2601
2286,2604
2287,2606
2288,2608
2289,2608
2290,2607
2291,2609
2292,2612
2293,2610
2294,2614
2295,2615
2296,2616
2297,2619
2298,2616
2299,2618
2300,2619
2301,2621
2302,2623
2303,2622
2304,2626
2305,2623
2306,2626
2307,2626
2308,2630
2309,2629
2310,2632
2311,2631
2312,2632
2313,2632
2314,2635
2315,2637
2316,2637
2317,2639
2318,2638
2319,2638
2320,2642
2321,2641
2322,2641
2323,2644
2324,2645
2325,2647
2326,2649
2327,2648
2328,2648
2329,2651
2330,2654
2331,2653
2332,2655
2333,2655
2334,2658
2335,2658
2336,2658
2337,2659
2338,2666
2339,2665
2340,2668
2341,2667
2342,2666
2343,2667
2344,2669
2345,2672
2346,2673
2347,2675
2348,2678
2349,2677
2350,2679
2351,2684
2352,2682
2353,2683
2354,2686
2355,2688
2356,2691
2357,2693
2358,2696
2359,2696
2360,2697
2361,2696
2362,2699
2363,2702
2364,2702
2365,2706
2366,2705
2367,2709
2368,2708
2369,2709
2370,2712
2371,2715
2372,2714
2373,2718
2374,2717
2375,2720
2376,2721
2377,2721
2378,2723
2379,2727
2380,2726
2381,2729
2382,2726
2383,2726
2384,2724
2385,2724
2386,2726
2387,2728
2388,2726
2389,2728
2390,2727
2391,2724
2392,2727
2393,2730
2394,2726
2395,2729
2396,2727
2397,2728
2398,2729
2399,2731
2400,2730
2401,2729
2402,2733
2403,2733
2404,2734
2405,2736
2406,2740
2407,2739
2408,2739
2409,2740
2410,2740
2411,2744
2412,2743
2413,2744
2414,2745
2415,2745
2416,2750
2417,2750
2418,2747
2419,2749
2420,2751
2421,2753
2422,2754
2423,2755
2424,2755
2425,2756
2426,2757
2427,2759
2428,2761
2429,2761
2430,2760
2431,2761
2432,2762
2433,2764
2434,2765
2435,2768
2436,2770
2437,2771
2438,2772
2439,2773
2440,2773
2441,2775
2442,2775
2443,2776
2444,2782
2445,2782
2446,2779
2447,2781
2448,2786
2449,2785
2450,2786
2451,2786
2452,2788
2453,2790
2454,2791
2455,2790
2456,2793
2457,2794
2458,2795
2459,2793
2460,2799
2461,2803
2462,2801
2463,2801
2464,2801
2465,2806
2466,2805
2467,2807
2468,2809
2469,2811
2470,2814
2471,2811
2472,2812
2473,2815
2474,2813
2475,2817
2476,2816
2477,2820
2478,2818
2479,2823
2480,2823
2481,2823
2482,2822
2483,2827
2484,2827
2485,2827
2486,2830
2487,2831
2488,2831
2489,2833
2490,2835
2491,2836
2492,2834
2493,2840
2494,2840
2495,2837
2496,2841
2497,2843
2498,2843
2499,2844
2500,2845
2501,2849
2502,2848
2503,2848
2504,2850
2505,2852
2506,2853
2507,2853
2508,2856
2509,2857
2510,2861
2511,2861
2512,2861
2513,2862
2514,2863
2515,2863
2516,2864
2517,2868
2518,2868
2519,2867
2520,2870
2521,2871
2522,2876
2523,2876
2524,2878
2525,2880
2526,2880
2527,2881
2528,2882
2529,2883
2530,2886
2531,2886
2532,2886
2533,2890
2534,2888
2535,2890
2536,2891
2537,2893
2538,2896
2539,2896
2540,2896
2541,2899
2542,2897
2543,2902
2544,2900
2545,2902
2546,2903
2547,2905
2548,2905
2549,2904
2550,2905
2551,2909
2552,2914
2553,2909
2554,2914
2555,2911
2556,2915
2557,2915
2558,2919
2559,2920
2560,2922
2561,2923
2562,2921
2563,2924
2564,2925
2565,2923
2566,2925
2567,2926
2568,2928
2569,2926
2570,2929
2571,2923
2572,2925
2573,2925
2574,2923
2575,2924
2576,2925
2577,2928
2578,2926
2579,2927
2580,2929
2581,2926
2582,2928
2583,2932
2584,2933
2585,2933
2586,2934
2587,2935
2588,2935
2589,2937
2590,2938
2591,2941
2592,2941
2593,2944
2594,2944
2595,2949
2596,2945
2597,2950
2598,2951
2599,2954
2600,2954
2601,2959
2602,2954
2603,2958
2604,2961
2605,2961
2606,2962
2607,2966
2608,2966
2609,2969
2610,2967
2611,2969
2612,2976
2613,2972
2614,2975
2615,2977
2616,2979
2617,2979
2618,2983
2619,2984
2620,2984
2621,2985
2622,2986
2623,2987
2624,2989
2625,2987
2626,2991
2627,2990
2628,2993
2629,2997
2630,2997
2631,2998
2632,3001
2633,3000
2634,3004
2635,3004
2636,3007
2637,3007
2638,3007
2639,3010
2640,3011
2641,3011
2642,3011
2643,3011
2644,3016
2645,3018
2646,3017
