index,theta,A,B,C,X,Y,Id,Iq
369,1.82,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
370,1.95,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
371,2.07,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
372,2.19,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
373,2.34,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
374,2.45,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
375,2.60,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
376,2.72,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
377,2.83,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
378,2.97,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
379,3.09,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
380,3.21,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
381,3.34,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
382,3.48,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
383,3.61,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
384,3.74,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
385,3.88,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
386,4.01,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
387,4.15,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
388,4.30,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
389,4.44,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
390,4.58,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
391,4.72,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
392,4.87,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
393,5.00,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
394,5.12,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
395,5.25,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
396,5.38,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
397,5.50,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
398,5.63,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
399,5.76,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
400,5.88,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
401,6.02,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
402,6.12,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
403,6.26,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
404,0.12,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
405,0.25,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
406,0.36,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
407,0.49,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
408,0.64,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
409,0.77,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
410,0.89,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
411,1.02,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
412,1.15,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
413,1.28,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
414,1.41,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
415,1.55,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
416,1.69,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
417,1.79,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
418,1.91,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
419,2.02,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
420,2.15,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
421,2.29,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
422,2.42,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
423,2.53,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
424,2.66,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
425,2.74,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
426,2.85,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
427,2.96,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
428,3.08,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
429,3.19,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
430,3.31,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
431,3.44,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
432,3.54,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
433,3.66,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
434,3.79,-15.00,-15.00,-11.00,-1.63,-2.83,3.01,1.26
435,3.92,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
436,4.03,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
437,4.16,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
438,4.26,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
439,4.39,-15.00,-15.00,-11.00,-1.63,-2.83,3.20,-0.66
440,4.52,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
441,4.63,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
442,4.74,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
443,4.85,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
444,4.94,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
445,5.04,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
446,5.12,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
447,5.21,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
448,5.32,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
449,5.39,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
450,5.50,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
451,5.59,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
452,5.69,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
453,5.80,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
454,5.87,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
455,5.96,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
456,6.07,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
457,6.13,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
458,6.20,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
459,6.28,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
460,0.09,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
461,0.17,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
462,0.26,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
463,0.33,-15.00,-15.00,-16.00,0.41,0.71,0.62,0.54
464,0.43,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
465,0.52,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
466,0.63,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
467,0.71,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
468,0.80,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
469,0.88,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
470,0.98,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
471,1.07,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
472,1.16,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
473,1.26,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
474,1.36,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
475,1.45,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
476,1.54,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
477,1.61,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
478,1.68,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
479,1.76,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
480,1.82,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
481,1.88,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
482,1.93,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
483,1.99,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
484,2.04,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
485,2.11,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
486,2.16,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
487,2.23,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
488,2.31,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
489,2.37,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
490,2.46,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
491,2.53,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
492,2.61,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
493,2.66,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
494,2.74,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
495,2.81,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
496,2.87,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
497,2.94,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
498,3.01,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
499,3.09,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
500,3.18,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
501,3.26,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
502,3.36,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
503,3.46,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
504,3.54,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
505,3.63,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
506,3.73,-15.00,-15.00,-11.00,-1.63,-2.83,2.93,1.44
507,3.83,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
508,3.91,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
509,3.99,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
510,4.08,-15.00,-15.00,-11.00,-1.63,-2.83,3.25,0.35
511,4.17,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
512,4.28,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
513,4.37,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
514,4.47,-15.00,-15.00,-11.00,-1.63,-2.83,3.14,-0.90
515,4.58,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
516,4.66,-15.00,-16.00,-15.00,0.41,-0.71,0.69,0.44
517,4.76,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
518,4.85,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
519,4.90,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
520,4.97,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
521,5.05,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
522,5.11,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
523,5.15,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
524,5.20,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
525,5.26,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
526,5.31,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
527,5.38,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
528,5.45,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
529,5.49,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
530,5.57,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
531,5.61,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
532,5.69,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
533,5.74,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
534,5.80,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
535,5.87,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
536,5.92,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
537,5.97,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
538,6.02,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
539,6.09,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
540,6.14,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
541,6.19,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
542,6.26,-15.00,-16.00,-15.00,0.41,-0.71,0.43,-0.70
543,0.06,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
544,0.13,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
545,0.22,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
546,0.29,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
547,0.39,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
548,0.48,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
549,0.58,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
550,0.67,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
551,0.77,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
552,0.88,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
553,0.95,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
554,1.03,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
555,1.12,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
556,1.23,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
557,1.30,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
558,1.39,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
559,1.48,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
560,1.57,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
561,1.67,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
562,1.75,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
563,1.82,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
564,1.90,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
565,1.94,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
566,2.02,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
567,2.08,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
568,2.15,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
569,2.21,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
570,2.30,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
571,2.37,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
572,2.43,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
573,2.50,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
574,2.58,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
575,2.64,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
576,2.71,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
577,2.76,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
578,2.83,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
579,2.88,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
580,2.93,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
581,2.99,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
582,3.05,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
583,3.10,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
584,3.17,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
585,3.26,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
586,3.33,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
587,3.43,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
588,3.53,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
589,3.62,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
590,3.69,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
591,3.80,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
592,3.91,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
593,4.01,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
594,4.11,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
595,4.22,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
596,4.34,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
597,4.45,-15.00,-15.00,-11.00,-1.63,-2.83,3.16,-0.84
598,4.60,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
599,4.71,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
600,4.79,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
601,4.89,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
602,4.99,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
603,5.07,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
604,5.14,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
605,5.25,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
606,5.37,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
607,5.46,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
608,5.55,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
609,5.65,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
610,5.73,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
611,5.85,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
612,5.93,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
613,6.03,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
614,6.09,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
615,6.18,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
616,6.28,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
617,0.10,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
618,0.19,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
619,0.29,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
620,0.40,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
621,0.48,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
622,0.59,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
623,0.71,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
624,0.80,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
625,0.91,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
626,1.03,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
627,1.13,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
628,1.25,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
629,1.36,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
630,1.49,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
631,1.61,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
632,1.72,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
633,1.84,-15.00,-12.00,-15.00,-1.22,2.12,2.37,0.61
634,1.95,-15.00,-16.00,-15.00,0.41,-0.71,-0.81,-0.12
635,2.06,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
636,2.16,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
637,2.27,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
638,2.37,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
639,2.47,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
640,2.57,-15.00,-15.00,-11.00,-1.63,-2.83,-0.15,3.26
641,2.69,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
642,2.79,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
643,2.88,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
644,2.99,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
645,3.10,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
646,3.20,-15.00,-15.00,-16.00,0.41,0.71,-0.45,-0.68
647,3.31,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
648,3.42,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
649,3.52,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
650,3.64,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
651,3.74,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
652,3.84,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
653,3.93,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
654,4.06,-15.00,-15.00,-11.00,-1.63,-2.83,3.24,0.43
655,4.18,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
656,4.28,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
657,4.39,-15.00,-15.00,-11.00,-1.63,-2.83,3.20,-0.66
658,4.51,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
659,4.63,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
660,4.73,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
661,4.82,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
662,4.93,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
663,5.03,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
664,5.12,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
665,5.21,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
666,5.33,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
667,5.42,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
668,5.53,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
669,5.61,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
670,5.71,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
671,5.78,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
672,5.89,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
673,5.96,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
674,6.01,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
675,6.11,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
676,6.17,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
677,6.27,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
678,0.09,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
679,0.21,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
680,0.31,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
681,0.40,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
682,0.51,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
683,0.60,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
684,0.71,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
685,0.79,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
686,0.89,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
687,0.99,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
688,1.10,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
689,1.21,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
690,1.29,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
691,1.40,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
692,1.52,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
693,1.60,-15.00,-15.00,-16.00,0.41,0.71,0.69,-0.43
694,1.70,-15.00,-15.00,-17.00,0.82,1.41,1.30,-0.99
695,1.81,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
696,1.90,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
697,1.96,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
698,2.06,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
699,2.16,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
700,2.25,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
701,2.34,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
702,2.45,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
703,2.53,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
704,2.64,-15.00,-15.00,-11.00,-1.63,-2.83,0.07,3.27
705,2.76,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
706,2.83,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
707,2.95,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
708,3.03,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
709,3.11,-15.00,-15.00,-15.00,0.00,0.00,0.00,-0.00
710,3.22,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
711,3.31,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
712,3.41,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
713,3.51,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
714,3.61,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
715,3.74,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
716,3.86,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
717,3.97,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
718,4.08,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
719,4.18,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
720,4.33,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
721,4.43,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
722,4.56,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
723,4.67,-15.00,-15.00,-15.00,0.00,0.00,-0.00,0.00
724,4.78,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
725,4.88,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
726,4.98,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
727,5.11,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
728,5.20,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
729,5.28,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
730,5.39,-15.00,-15.00,-11.00,-1.63,-2.83,1.17,-3.05
731,5.52,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
732,5.62,-15.00,-15.00,-16.00,0.41,0.71,-0.11,0.81
733,5.74,-15.00,-15.00,-16.00,0.41,0.71,-0.01,0.82
734,5.87,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
735,5.97,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
736,6.06,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
737,6.19,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
738,0.03,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
739,0.12,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
740,0.27,-15.00,-15.00,-15.00,0.00,0.00,0.00,0.00
